client_id,dataset_index,label,patch_mse
0,5073,8,6.484797954559326
0,21111,8,7.466278076171875
0,12606,8,8.259699821472168
0,36733,8,5.272753715515137
0,43159,8,7.122587203979492
0,39956,8,5.814548015594482
0,46313,8,6.217186450958252
0,49553,8,6.779632091522217
0,8,8,6.13887882232666
0,3123,8,8.951581954956055
0,40500,8,8.060212135314941
0,26604,8,5.988840579986572
0,25503,8,8.028207778930664
0,38441,8,9.25932788848877
0,4003,8,8.232209205627441
0,34021,8,7.123515605926514
0,15237,8,7.661007881164551
0,45338,8,6.767828464508057
0,6789,8,7.643441677093506
0,10369,8,5.559491157531738
0,1230,8,6.492092132568359
0,32777,8,5.8316569328308105
0,34224,8,7.276920795440674
0,328,8,5.896224498748779
0,17360,8,7.196475505828857
0,1181,8,9.35168743133545
0,244,8,6.349709510803223
0,43278,8,8.259699821472168
0,7934,8,5.711036205291748
0,15429,8,9.634078025817871
0,9490,8,5.812947750091553
0,49876,8,8.058106422424316
0,16125,8,6.209173202514648
0,24689,8,5.618091106414795
0,22813,8,7.2822957038879395
0,14718,8,6.637390613555908
0,8057,8,7.193381309509277
0,39072,8,7.354711532592773
0,32448,8,6.3820929527282715
0,6598,8,5.956570148468018
0,1751,8,6.41942024230957
0,22440,8,5.895468711853027
0,37207,8,6.533963203430176
0,9258,8,6.844926834106445
0,20875,8,9.215529441833496
0,10606,8,6.489758014678955
0,42683,8,6.249468803405762
0,28687,8,10.172797203063965
0,9160,8,5.6138763427734375
0,12395,8,5.906753063201904
0,22696,8,6.285173416137695
0,1479,8,5.97722053527832
0,3359,8,6.861309051513672
0,3269,8,7.16743278503418
0,16716,8,5.638457775115967
0,21157,8,5.918437957763672
0,46091,8,6.603908061981201
0,25721,8,5.88991117477417
0,30357,8,6.649758338928223
0,3353,8,5.712708473205566
0,49838,8,6.240652561187744
0,40495,8,6.504369735717773
0,37771,8,7.421156883239746
0,35678,8,6.529567241668701
0,30808,8,6.615167617797852
0,44331,8,5.989032745361328
0,14318,8,5.792155742645264
0,16861,8,6.024760723114014
0,31052,8,6.568469524383545
0,716,8,6.13273811340332
0,10974,8,5.499130725860596
0,12125,8,6.311951160430908
0,21998,8,5.903987407684326
0,27386,8,6.599416255950928
0,27783,8,8.195301055908203
0,30380,8,5.738586902618408
0,7507,8,6.547748565673828
0,27846,8,5.6819233894348145
0,2847,8,8.041093826293945
0,3310,8,7.912633895874023
0,21840,8,7.7352471351623535
0,13131,8,6.264050006866455
0,11978,8,6.355114936828613
0,23625,8,7.889560222625732
0,29895,8,6.14232063293457
0,32327,8,5.511832237243652
0,10317,8,7.027462005615234
0,23883,8,6.563142776489258
0,9159,8,7.837296009063721
0,39243,8,6.685215473175049
0,19479,8,6.844936847686768
0,3883,8,8.203460693359375
0,25111,8,5.834293365478516
0,14483,8,5.951742649078369
0,42822,8,6.366568088531494
0,5667,8,7.036492824554443
0,24697,8,9.194293022155762
0,32861,8,5.750558853149414
0,26863,8,8.882498741149902
0,24386,8,6.158695697784424
0,33992,8,5.732224464416504
0,8689,8,8.259742736816406
0,8026,8,5.925458908081055
0,46249,8,8.259699821472168
0,39433,8,8.4842529296875
0,38927,8,5.8345160484313965
0,27727,8,7.15571403503418
0,28287,8,8.635631561279297
0,9913,8,10.035109519958496
0,39299,8,6.804594039916992
0,40728,8,5.729848384857178
0,35014,8,5.623869895935059
0,3039,8,5.702548503875732
0,24629,8,11.919774055480957
0,27543,8,11.765765190124512
0,12452,8,7.185672283172607
0,13388,8,5.771298885345459
0,46540,8,7.174461841583252
0,7013,8,6.7441558837890625
0,5262,8,7.462595462799072
0,6848,8,6.019638538360596
0,16090,8,8.306831359863281
0,18067,8,6.43504524230957
0,31640,8,5.654875755310059
0,609,8,6.331278324127197
0,7947,8,5.702125072479248
0,32271,8,6.442336082458496
0,45974,8,7.295831680297852
0,42506,8,6.167544364929199
0,23666,8,7.475278377532959
0,36803,8,8.511238098144531
0,40070,8,6.515361785888672
0,48124,8,8.185331344604492
0,17685,8,6.1658148765563965
0,34657,8,5.87335205078125
0,6796,8,6.168736934661865
0,30444,8,5.945436954498291
0,17923,8,7.604435443878174
0,21246,8,6.1125569343566895
0,48133,8,6.67582893371582
0,35361,8,6.97386360168457
0,15617,8,8.318862915039062
0,29726,8,5.671234130859375
0,2265,8,6.283073902130127
0,43029,8,6.214138984680176
0,37042,8,6.403504371643066
0,16388,8,7.075850486755371
0,40683,8,8.191165924072266
0,32543,8,6.407892227172852
0,16832,8,6.228231906890869
0,17601,8,10.593375205993652
0,8414,8,5.619050025939941
0,16086,8,8.535551071166992
0,37722,8,10.285845756530762
0,31196,8,6.402350902557373
0,29930,8,5.411098480224609
0,45094,8,10.21755599975586
0,12128,8,5.692083358764648
0,8424,8,6.022276878356934
0,39999,8,6.811832904815674
0,11886,8,8.059788703918457
0,46498,8,5.438711643218994
0,33104,8,6.169567108154297
0,34681,8,5.639199256896973
0,42699,8,7.734215259552002
0,40578,8,8.725494384765625
0,26337,8,7.021066188812256
0,40789,8,5.94954252243042
0,40805,8,6.351056098937988
0,16414,8,5.54263973236084
0,44724,8,5.5400214195251465
0,49960,8,5.82797908782959
0,786,8,5.873369216918945
0,27958,8,6.1947550773620605
0,26035,8,7.921878337860107
0,26254,8,7.350025177001953
0,2819,8,5.921968460083008
0,42963,8,8.01624870300293
0,20909,8,10.929366111755371
0,49445,8,6.777493953704834
0,12481,8,6.983384132385254
0,31266,8,6.9474053382873535
0,47947,8,10.615639686584473
0,23965,8,9.846186637878418
0,38694,8,6.916661739349365
0,5278,8,5.997992992401123
0,42300,8,7.323605060577393
0,18312,8,13.504493713378906
0,3268,8,8.40672779083252
0,24471,8,5.663732051849365
0,1255,8,7.231912136077881
0,27034,8,6.621987819671631
0,12867,8,8.77316665649414
0,11907,8,6.170624732971191
0,37994,8,5.9684014320373535
0,30660,8,5.948345184326172
0,41314,8,6.10393762588501
0,31480,8,7.547704219818115
0,43409,8,6.0095953941345215
0,41132,8,10.39925765991211
0,2689,8,13.367732048034668
0,7287,8,6.6170806884765625
0,42449,8,7.540531635284424
0,49250,8,5.630855083465576
0,6099,8,5.542428970336914
0,34983,8,5.787508964538574
0,16729,8,6.931395530700684
0,23631,8,5.868532180786133
0,44057,8,7.011392116546631
0,49165,8,8.84531021118164
0,34274,8,6.761773586273193
0,39507,8,5.819756984710693
0,49830,8,5.586318492889404
0,48247,8,6.730738162994385
0,19020,8,6.668893814086914
0,1673,8,5.752956390380859
0,62,8,6.315433502197266
0,14711,8,5.63789176940918
0,41507,8,5.516951560974121
0,47023,8,5.813144207000732
0,20716,8,6.152807235717773
0,5253,8,16.05093765258789
0,40429,8,4.712647438049316
0,21298,8,5.886135101318359
0,24716,8,7.2267632484436035
0,33264,8,6.337198257446289
0,31596,8,13.972729682922363
0,31576,8,5.656003475189209
0,13116,8,5.6847662925720215
0,10147,8,6.392447471618652
0,19402,8,6.332417964935303
0,23454,8,5.547653675079346
0,27458,8,6.964797496795654
0,4469,8,6.0507025718688965
0,2873,8,9.780364036560059
0,39444,8,6.451583385467529
0,34276,8,5.811336517333984
0,11148,8,5.887247562408447
0,40336,8,6.420674800872803
0,49393,8,6.358705997467041
0,6631,8,6.359659671783447
0,12153,8,6.592958450317383
0,29317,8,5.563436985015869
0,33571,8,5.980203628540039
0,2815,8,7.256187915802002
0,38412,8,6.027746677398682
0,31732,8,8.679104804992676
0,37794,8,5.684154510498047
0,3770,8,6.012942314147949
0,38726,8,5.914783954620361
0,1665,8,5.858980655670166
0,2635,8,6.754716873168945
0,49160,8,5.952151298522949
0,10530,8,6.038613319396973
0,26463,8,8.842056274414062
0,8468,8,5.602392196655273
0,45386,8,5.648930072784424
0,28599,8,5.725131034851074
0,15811,8,9.186349868774414
0,31553,8,6.75966739654541
0,40179,8,7.674880504608154
0,8879,8,6.374228477478027
0,4823,8,8.998838424682617
0,38458,8,6.617376327514648
0,27839,8,9.09584903717041
0,24139,8,5.747915744781494
0,10139,8,6.449154376983643
0,31814,8,6.254641532897949
0,23907,8,6.741544246673584
0,9674,8,6.126980304718018
0,15328,8,6.234659194946289
0,3065,8,7.116325855255127
0,32165,8,7.9278483390808105
0,36551,8,5.463336944580078
0,30686,8,6.15596342086792
0,37483,8,11.408507347106934
0,29584,8,6.11556339263916
0,5986,8,5.951691150665283
0,3561,8,7.165384292602539
0,3215,8,6.1261138916015625
0,39840,8,9.139163970947266
0,20756,8,5.917876243591309
0,42607,8,5.615324974060059
0,46938,8,6.953634262084961
0,47164,8,9.789740562438965
0,17610,8,6.20173454284668
0,18693,8,5.870266437530518
0,7497,8,6.0604329109191895
0,42864,8,7.537191390991211
0,34441,8,9.051589012145996
0,41543,8,8.195301055908203
0,24929,8,6.645865440368652
0,9055,8,6.845162868499756
0,11591,8,5.654107570648193
0,34963,8,7.891962051391602
0,46668,8,5.600423812866211
0,34582,8,5.699577808380127
0,6817,8,6.624073505401611
0,34093,8,6.047375202178955
0,8014,8,8.771690368652344
0,34030,8,6.652932643890381
0,12490,8,6.081688404083252
0,2483,8,5.482565879821777
0,36742,8,5.69728946685791
0,35352,8,9.799395561218262
0,34198,8,9.045578956604004
0,2454,8,5.517551898956299
0,40645,8,5.614704608917236
0,26514,8,5.976229667663574
0,20596,8,6.68472957611084
0,6316,8,6.8208088874816895
0,29287,8,5.56843376159668
0,5643,8,5.631629467010498
0,9669,8,8.184444427490234
0,29773,8,5.8088765144348145
0,2395,8,5.49114990234375
0,28450,8,6.738785266876221
0,28768,8,6.116369724273682
0,14287,8,12.95161247253418
0,795,8,8.341266632080078
0,18728,8,7.799365043640137
0,30277,8,10.694893836975098
0,5644,8,11.185518264770508
0,49000,8,5.800139904022217
0,11327,8,5.79152250289917
0,16898,8,6.474411487579346
0,309,8,6.156436920166016
0,16649,8,7.018490791320801
0,9786,8,7.104815483093262
0,584,8,5.805938720703125
0,23872,8,8.066598892211914
0,30504,8,5.777536392211914
0,1994,8,7.782238006591797
0,49631,8,5.709166526794434
0,18950,8,5.9600958824157715
0,11207,8,5.586531639099121
0,15111,8,8.135407447814941
0,37348,8,9.139883995056152
0,8968,8,5.590996742248535
0,39139,8,6.2998576164245605
0,28384,8,6.978600025177002
0,21005,8,7.220499515533447
0,2284,8,6.4427571296691895
0,16902,8,6.918817043304443
0,29954,8,7.380809783935547
0,38881,8,8.939421653747559
0,23855,8,7.5620269775390625
0,45743,8,6.869909763336182
0,26671,8,5.604464054107666
0,14854,8,6.003450870513916
0,48737,8,5.79591703414917
0,8250,8,5.463647842407227
0,43807,8,8.842964172363281
0,47822,8,5.6154656410217285
0,25104,8,6.42448091506958
0,12503,8,5.651165008544922
0,31125,8,7.332866668701172
0,10003,8,7.483095645904541
0,18159,8,13.700634002685547
0,25760,8,5.5784173011779785
0,41629,8,6.469770431518555
0,19733,8,6.57144832611084
0,19195,8,7.054774761199951
0,34404,8,5.587033748626709
0,3720,8,8.24539566040039
0,10475,8,5.63719367980957
0,49372,8,6.204084396362305
0,1680,8,6.865451812744141
0,6219,8,7.397170066833496
0,5855,8,6.76425838470459
0,10445,8,8.802840232849121
0,34455,8,6.340548038482666
0,24412,8,5.690906047821045
0,45608,8,6.842181205749512
0,34152,8,7.827673435211182
0,11253,8,6.144558429718018
0,48569,8,6.046716690063477
0,34610,8,7.823863983154297
0,24271,8,7.321269512176514
0,29455,8,5.608531475067139
0,6846,8,6.0970845222473145
0,20221,8,10.043194770812988
0,36555,8,8.692462921142578
0,30508,8,5.797465801239014
0,43362,8,14.673600196838379
0,4670,8,5.794870376586914
0,31104,8,6.61575984954834
0,33356,8,5.820566654205322
0,704,8,6.025580406188965
0,34208,8,6.350009918212891
0,26195,8,6.190591335296631
0,36253,8,5.993690013885498
0,16572,8,8.064847946166992
0,30691,8,6.543485641479492
0,7310,8,6.473525524139404
0,14979,8,5.528971195220947
0,8678,8,6.792463302612305
0,22583,8,8.17740249633789
0,8952,8,6.081977367401123
0,46048,8,5.094787120819092
0,12318,8,6.234705448150635
0,36708,8,6.276627540588379
0,32574,8,13.063115119934082
0,14971,8,7.891793251037598
0,34560,8,6.155040740966797
0,35388,8,6.605749607086182
0,13992,8,7.915012359619141
0,20219,8,7.889568328857422
0,37308,8,8.829291343688965
0,27960,8,7.649829864501953
0,42840,8,7.50581169128418
0,29500,8,5.958243370056152
0,38136,8,6.957423686981201
0,6989,8,5.498328685760498
0,39592,8,6.0623297691345215
0,16520,8,10.734772682189941
0,24045,8,10.64229965209961
0,216,8,5.5803375244140625
0,36874,8,7.996279239654541
0,38107,8,9.525835990905762
0,602,8,11.027337074279785
0,17813,8,6.530037879943848
0,24315,8,7.403719425201416
0,9117,8,6.002376079559326
0,24563,8,7.441339492797852
0,44981,8,7.652390003204346
0,49916,8,6.4230122566223145
0,34759,8,6.219620704650879
0,38743,8,6.296882152557373
0,7443,8,5.616742134094238
0,40702,8,5.93961763381958
0,18892,8,12.079035758972168
0,44811,8,6.5006279945373535
0,33055,8,6.433857440948486
0,22827,8,6.408539772033691
0,9645,8,7.670647621154785
0,21862,8,7.828364849090576
0,69,8,5.566338062286377
0,32560,8,5.715781211853027
0,43046,8,5.866695880889893
0,47843,8,6.407863140106201
0,32426,8,9.25345230102539
0,36553,8,6.65564489364624
0,8222,8,5.549041271209717
0,23183,8,5.809352397918701
0,15920,8,12.064366340637207
0,48911,8,6.730072975158691
0,6898,8,5.654835224151611
0,21339,8,5.77972936630249
0,24945,8,6.3755927085876465
0,43855,8,7.425141334533691
0,27924,8,7.382999897003174
0,9465,8,7.527142524719238
0,43432,8,6.1407599449157715
0,20290,8,8.391200065612793
0,13109,8,8.245347023010254
0,5416,8,6.90467643737793
0,34001,8,5.97692346572876
0,23640,8,6.550141334533691
0,23148,8,5.965900897979736
0,42579,8,5.645725250244141
0,10663,8,5.957315921783447
0,47373,8,7.128429889678955
0,17073,8,5.767663955688477
0,43622,8,5.852185249328613
0,33554,8,7.863754749298096
0,44787,8,5.848596572875977
0,32872,8,6.325736045837402
0,22712,8,5.436272621154785
0,23838,8,6.975749969482422
0,30745,8,7.55100154876709
0,10919,8,6.362587928771973
0,12557,8,9.112056732177734
0,9796,8,5.86335563659668
0,9630,8,6.557741165161133
0,31423,8,6.02166748046875
0,32738,8,6.727417945861816
0,48562,8,6.18113899230957
0,38506,8,5.863335132598877
0,11027,8,7.6512579917907715
0,46151,8,7.659897804260254
0,24362,8,6.196997165679932
0,29421,8,6.617342472076416
0,38850,8,5.817073822021484
0,17753,8,6.596389293670654
0,40109,8,7.283885478973389
0,41059,8,5.543567657470703
0,40391,8,6.036957740783691
0,4825,8,5.698991775512695
0,36505,8,7.172916412353516
0,24455,8,5.614352703094482
0,11272,8,6.668868541717529
0,40581,8,6.399932861328125
0,4245,8,6.003121852874756
0,17592,8,7.710980415344238
0,2070,8,9.236830711364746
0,38754,8,6.832815170288086
0,32051,8,5.851462364196777
0,811,8,6.790317535400391
0,43101,8,8.238319396972656
0,5280,8,6.193392753601074
0,32349,8,5.975437641143799
0,554,8,5.7541327476501465
0,29919,8,5.200654983520508
0,9268,8,6.411172866821289
0,379,8,5.519690036773682
0,21884,8,7.541532516479492
0,23845,8,8.864755630493164
0,18501,8,5.418475151062012
0,11117,8,11.183513641357422
0,47214,8,7.603575706481934
0,15520,8,8.490388870239258
0,8471,8,7.1765360832214355
0,35578,8,7.130252361297607
0,38002,8,8.020918846130371
0,31594,8,6.027943134307861
0,13546,8,7.083168983459473
0,27056,8,6.229310035705566
0,35663,8,5.852208614349365
0,11842,8,10.81226921081543
0,36760,8,7.792065620422363
0,11798,8,6.126129150390625
0,42897,8,8.259785652160645
0,25783,8,5.739821910858154
0,10288,8,6.260751724243164
0,17007,8,14.218982696533203
0,15092,8,7.9269256591796875
0,36526,8,8.49602222442627
0,28918,8,7.387722492218018
0,31917,8,5.737277030944824
0,35084,8,6.028414249420166
0,40344,8,6.286194324493408
0,31950,8,6.517710208892822
0,15928,8,6.372314929962158
0,35999,8,8.678735733032227
0,16607,8,5.473638534545898
0,48249,8,6.087644100189209
0,4001,8,5.708943843841553
0,31872,8,6.567724704742432
0,2670,8,7.827299118041992
0,19051,8,5.893664360046387
0,30076,8,7.576754093170166
0,4595,8,7.905314922332764
0,13883,8,5.989055633544922
0,18980,8,6.374805450439453
0,24216,8,5.811331748962402
0,6995,8,5.467234134674072
0,41943,8,5.909088611602783
0,23272,8,5.804187774658203
0,29333,8,6.411064624786377
0,33613,8,6.613122940063477
0,37711,8,6.732214450836182
0,4320,8,5.753281593322754
0,42270,8,5.879166603088379
0,35302,8,8.38449764251709
0,47825,8,8.16254997253418
0,37398,8,5.420703887939453
0,40175,8,9.538107872009277
0,20726,8,7.6278862953186035
0,17533,8,5.861957550048828
0,27728,8,6.252175807952881
0,21546,8,5.624709129333496
0,3357,8,6.594891548156738
0,3493,8,6.180777072906494
0,4272,8,12.576836585998535
0,13041,8,6.446486949920654
0,28950,8,11.289484977722168
0,397,8,9.360329627990723
0,11091,8,6.7687835693359375
0,5048,8,5.607365131378174
0,35139,8,7.523034572601318
0,18132,8,5.975622653961182
0,49897,8,6.335695743560791
0,32447,8,10.360960960388184
0,46033,8,5.658515453338623
0,37323,8,8.848543167114258
0,15671,8,5.76057243347168
0,27896,8,6.981627464294434
0,8241,8,7.271879196166992
0,6916,8,7.151062488555908
0,26108,8,6.709578514099121
0,26371,8,6.551191329956055
0,44092,8,5.5332722663879395
0,37516,8,6.347867488861084
0,26579,8,6.869930267333984
0,20762,8,5.551043510437012
0,2368,8,5.907069683074951
0,42763,8,7.426681041717529
0,3529,8,8.348673820495605
0,15416,8,10.40761661529541
0,30472,8,9.473423957824707
0,6470,8,6.140807628631592
0,17022,8,11.268516540527344
0,42922,8,6.818593502044678
0,28493,8,6.160201072692871
0,15206,8,12.581031799316406
0,16381,8,6.37394380569458
0,20467,8,6.860982418060303
0,24564,8,5.823971271514893
0,25508,8,8.08073616027832
0,42325,8,5.56641960144043
0,31628,8,6.767855167388916
0,39502,8,7.789198875427246
0,28310,8,6.580499649047852
0,19509,8,5.97603178024292
0,3541,8,6.175352096557617
0,24984,8,5.799667835235596
0,45659,8,6.873813152313232
0,5787,8,6.568553924560547
0,741,8,7.334939956665039
0,40575,8,9.185215950012207
0,35896,8,7.474483013153076
0,3812,8,6.850696563720703
0,33695,8,7.8454742431640625
0,37988,8,10.924149513244629
0,36131,8,5.818320274353027
0,9427,8,7.3134894371032715
0,6627,8,8.324082374572754
0,19605,8,5.891445159912109
0,7996,8,10.147388458251953
0,12286,8,6.841708660125732
0,33888,8,5.7196431159973145
0,17348,8,6.582510471343994
0,36200,8,6.422394275665283
0,6153,8,13.250422477722168
0,35036,8,6.184426307678223
0,46120,8,6.51693058013916
0,32313,8,6.148294448852539
0,20358,8,5.937154769897461
0,40169,8,11.11613655090332
0,17922,8,7.876028537750244
0,10233,8,8.260180473327637
0,22751,8,6.218766212463379
0,29227,8,7.029122829437256
0,26147,8,5.6876349449157715
0,35628,8,7.389264106750488
0,8594,8,6.311066627502441
0,46012,8,6.0769429206848145
0,23321,8,7.40065860748291
0,49968,8,6.169878005981445
0,44577,8,6.449005126953125
0,16336,8,6.454226016998291
0,24150,8,6.725510120391846
0,36295,8,9.535701751708984
0,42066,8,5.635210990905762
0,49625,8,7.172085762023926
0,38111,8,5.5950541496276855
0,44114,8,5.85292911529541
0,21249,8,5.80262565612793
0,22132,8,6.56735897064209
0,18827,8,7.11958122253418
0,1337,8,8.86778450012207
0,9483,8,13.853527069091797
0,8006,8,7.277968883514404
0,13816,8,9.213494300842285
0,33969,8,6.883298873901367
0,20246,8,6.266364574432373
0,17758,8,7.700000762939453
0,23281,8,7.4754719734191895
0,44059,8,5.796036243438721
0,42236,8,5.791154861450195
0,35169,8,7.2367634773254395
0,9682,8,6.947714328765869
0,46543,8,5.589098930358887
0,29762,8,6.102054119110107
0,18691,8,9.488527297973633
0,45104,8,7.163214206695557
0,23085,8,5.894969463348389
0,18112,8,6.007979869842529
0,5185,8,7.007880210876465
0,42467,8,5.881507396697998
0,25093,8,5.558237552642822
0,26694,8,8.930943489074707
0,30860,8,5.86808967590332
0,39365,8,9.286490440368652
0,23438,8,5.987253189086914
0,47877,8,6.635763168334961
0,13720,8,7.635309219360352
0,10876,8,6.047640323638916
0,1261,8,5.6150946617126465
0,41298,8,5.865566730499268
0,26777,8,5.9582905769348145
0,30366,8,7.589956283569336
0,48156,8,6.301105499267578
0,2036,8,7.119250297546387
0,10336,8,8.642254829406738
0,32360,8,5.463479042053223
0,12426,8,7.101462364196777
0,14183,8,8.923563957214355
0,41773,8,6.530150413513184
0,6123,8,6.742187023162842
0,10721,8,5.578945159912109
0,16775,8,6.843708515167236
0,40667,8,6.827444076538086
0,46963,8,6.172665119171143
0,19132,8,10.398710250854492
0,10456,8,7.439332962036133
