dataset_index,label,pred_label,nearest_label,confidence,pred_centroid_dist,true_centroid_dist,nearest_centroid_dist,prob_margin,score,ground_truth_poison,predicted_poison
166,9,1,9,0.8252531290054321,6.024755954742432,5.677677631378174,5.677677631378174,0.7696861624717712,6.1995028257369995,0,0
168,1,1,1,0.9768229722976685,3.9110615253448486,3.9110615253448486,3.9110615253448486,0.9585034251213074,3.93423855304718,1,0
176,1,1,1,0.9996125102043152,4.196385383605957,4.196385383605957,4.196385383605957,0.9993776679039001,4.196772873401642,0,0
184,1,1,1,0.996853768825531,2.5622498989105225,2.5622498989105225,2.5622498989105225,0.9955231547355652,2.5653961300849915,1,0
186,9,1,9,0.7529871463775635,6.635841369628906,4.794458389282227,4.794458389282227,0.6172353029251099,6.882854223251343,0,0
188,9,9,9,0.9774916172027588,4.286804676055908,4.286804676055908,4.286804676055908,0.9612764716148376,4.309313058853149,0,0
191,7,7,7,0.5837520360946655,5.828002452850342,5.828002452850342,5.828002452850342,0.4471956491470337,6.244250416755676,1,0
199,0,0,0,0.8258419036865234,3.144541025161743,3.144541025161743,3.144541025161743,0.679203987121582,3.3186991214752197,1,0
201,1,1,1,0.9998683929443359,5.146261692047119,5.146261692047119,5.146261692047119,0.9997518658638,5.146393299102783,0,0
209,6,6,6,0.9862101674079895,8.357644081115723,8.357644081115723,8.357644081115723,0.9795681834220886,8.371433913707733,0,0
210,6,6,6,0.8590813279151917,5.122525215148926,5.122525215148926,5.122525215148926,0.7915254831314087,5.263443887233734,1,0
213,0,0,0,0.9956252574920654,4.1375226974487305,4.1375226974487305,4.1375226974487305,0.9932628870010376,4.141897439956665,1,0
219,9,9,9,0.9295379519462585,3.8630383014678955,3.8630383014678955,3.8630383014678955,0.8771005272865295,3.933500349521637,0,0
220,0,0,0,0.5111390948295593,5.162331581115723,5.162331581115723,5.162331581115723,0.05700075626373291,5.651192486286163,0,0
222,8,8,8,0.9940298795700073,5.0229315757751465,5.0229315757751465,5.0229315757751465,0.9896116256713867,5.028901696205139,1,0
223,0,4,0,0.8603252172470093,6.3405537605285645,6.20808219909668,6.20808219909668,0.8039803504943848,6.480228543281555,1,0
225,9,1,9,0.7140656113624573,5.30556058883667,3.248105049133301,3.248105049133301,0.4575067460536957,5.591494977474213,0,0
226,1,1,1,0.9999990463256836,11.752856254577637,11.752856254577637,11.752856254577637,0.9999983310699463,11.752857208251953,1,1
227,1,1,0,0.6729026436805725,6.981110095977783,6.981110095977783,6.887216567993164,0.4324861168861389,7.308207452297211,1,0
228,6,6,6,0.8936347961425781,4.141326904296875,4.141326904296875,4.141326904296875,0.8243550658226013,4.247692108154297,1,0
230,7,7,9,0.488671213388443,6.981933116912842,6.981933116912842,4.518182277679443,0.17851877212524414,7.493261903524399,0,0
232,6,2,6,0.4579688310623169,6.28973388671875,4.721248149871826,4.721248149871826,0.017008095979690552,6.831765055656433,0,0
238,1,1,1,0.99994957447052,6.593652725219727,6.593652725219727,6.593652725219727,0.9999265670776367,6.5937031507492065,1,0
247,4,4,4,0.9586625695228577,3.8881494998931885,3.8881494998931885,3.8881494998931885,0.9385905265808105,3.929486930370331,0,0
248,6,2,3,0.5197159051895142,3.647186756134033,6.268261432647705,3.5501549243927,0.3536788523197174,4.127470850944519,1,0
249,6,8,2,0.5467325448989868,5.804755210876465,5.8012542724609375,5.523255825042725,0.31396013498306274,6.258022665977478,1,0
250,1,1,1,0.8949172496795654,4.666518688201904,4.666518688201904,4.666518688201904,0.8165938258171082,4.771601438522339,1,0
254,4,4,4,0.8356651067733765,5.519300937652588,5.519300937652588,5.519300937652588,0.6864883899688721,5.683635830879211,0,0
255,1,1,1,0.9996230602264404,3.816056489944458,3.816056489944458,3.816056489944458,0.9994055032730103,3.8164334297180176,0,0
265,9,9,9,0.2708907425403595,3.8607327938079834,3.8607327938079834,3.8607327938079834,0.025561407208442688,4.589842051267624,1,0
268,4,2,4,0.4908728003501892,3.838721513748169,3.8243513107299805,3.8243513107299805,0.24567492306232452,4.34784871339798,1,0
279,0,2,2,0.8016030192375183,5.426730155944824,6.825061798095703,5.426730155944824,0.735129714012146,5.625127136707306,1,0
280,8,8,8,0.9575473666191101,4.524341583251953,4.524341583251953,4.524341583251953,0.9318227767944336,4.566794216632843,0,0
282,1,1,6,0.6705153584480286,7.739010334014893,7.739010334014893,6.28294038772583,0.5517184138298035,8.068494975566864,0,0
283,2,4,4,0.6634474992752075,4.732964515686035,6.530778408050537,4.732964515686035,0.529575526714325,5.069517016410828,1,0
288,2,2,2,0.967610776424408,3.1098694801330566,3.1098694801330566,3.1098694801330566,0.9480006098747253,3.1422587037086487,0,0
296,4,7,7,0.42822012305259705,5.5987396240234375,6.311517715454102,5.5987396240234375,0.16228240728378296,6.1705195009708405,0,0
302,1,1,1,0.5215049982070923,6.391746997833252,6.391746997833252,6.391746997833252,0.12986403703689575,6.87024199962616,1,0
304,1,1,1,0.9945828318595886,6.344632625579834,6.344632625579834,6.344632625579834,0.9898688197135925,6.350049793720245,1,0
306,9,1,9,0.5822617411613464,5.699023246765137,2.4607608318328857,2.4607608318328857,0.21597230434417725,6.11676150560379,0,0
307,9,1,9,0.457224577665329,7.311095237731934,4.09929895401001,4.09929895401001,0.03335234522819519,7.853870660066605,0,0
311,1,1,1,0.976065993309021,2.9909939765930176,2.9909939765930176,2.9909939765930176,0.9628506898880005,3.0149279832839966,0,0
312,1,1,1,0.9979798197746277,5.978949069976807,5.978949069976807,5.978949069976807,0.9964893460273743,5.980969250202179,1,0
313,6,6,6,0.9732676148414612,4.204806327819824,4.204806327819824,4.204806327819824,0.9558740854263306,4.231538712978363,1,0
316,9,9,9,0.818734347820282,3.791877269744873,3.791877269744873,3.791877269744873,0.7031967043876648,3.973142921924591,1,0
323,1,1,1,0.9998138546943665,7.717563629150391,7.717563629150391,7.717563629150391,0.9996447563171387,7.717749774456024,1,0
330,1,1,1,0.9768343567848206,5.834835529327393,5.834835529327393,5.834835529327393,0.9610361456871033,5.858001172542572,0,0
333,3,4,6,0.2741782069206238,5.2129435539245605,4.839746952056885,4.787558555603027,0.06659063696861267,5.938765347003937,1,0
340,9,1,9,0.788303792476654,6.10463285446167,4.985172271728516,4.985172271728516,0.7075843214988708,6.316329061985016,0,0
341,0,0,0,0.9868648648262024,3.757692813873291,3.757692813873291,3.757692813873291,0.982470691204071,3.7708279490470886,1,0
343,4,4,4,0.7227486371994019,4.3376569747924805,4.3376569747924805,4.3376569747924805,0.4815019965171814,4.614908337593079,0,0
345,4,2,2,0.8400590419769287,3.7579545974731445,5.412028789520264,3.7579545974731445,0.7479958534240723,3.917895555496216,0,0
346,4,2,2,0.9483085870742798,3.5032236576080322,5.653069019317627,3.5032236576080322,0.9276511073112488,3.5549150705337524,1,0
349,0,2,2,0.76448655128479,3.9221842288970947,5.576323986053467,3.9221842288970947,0.6220183968544006,4.157697677612305,1,0
351,6,6,6,0.8464109301567078,3.511096239089966,3.511096239089966,3.511096239089966,0.7913898825645447,3.664685308933258,0,0
352,0,0,0,0.8292030692100525,5.431484222412109,5.431484222412109,5.431484222412109,0.7467383146286011,5.602281153202057,1,0
360,9,0,0,0.8879187703132629,5.113360404968262,7.912308692932129,5.113360404968262,0.8388180136680603,5.225441634654999,0,0
364,1,1,1,0.8981965780258179,5.646727085113525,5.646727085113525,5.646727085113525,0.8628249168395996,5.7485305070877075,0,0
371,0,0,0,0.8325607180595398,4.455444812774658,4.455444812774658,4.455444812774658,0.7162543535232544,4.622884094715118,0,0
373,0,0,0,0.8854985237121582,3.3248589038848877,3.3248589038848877,3.3248589038848877,0.7768095135688782,3.4393603801727295,0,0
387,6,6,6,0.9464336633682251,4.626951217651367,4.626951217651367,4.626951217651367,0.9044607877731323,4.680517554283142,0,0
389,1,1,1,0.9757229089736938,5.912320613861084,5.912320613861084,5.912320613861084,0.9700058102607727,5.93659770488739,1,0
393,1,1,1,0.971928596496582,5.0299835205078125,5.0299835205078125,5.0299835205078125,0.9478944540023804,5.0580549240112305,0,0
395,3,3,3,0.5951636433601379,3.1627614498138428,3.1627614498138428,3.1627614498138428,0.27524036169052124,3.567597806453705,0,0
396,1,2,3,0.3322838246822357,5.330502033233643,9.482881546020508,4.904844760894775,0.1319098323583603,5.998218208551407,0,0
398,4,4,4,0.6972480416297913,5.3905839920043945,5.3905839920043945,5.3905839920043945,0.5165271759033203,5.693335950374603,0,0
400,2,7,7,0.9815114140510559,4.393666744232178,7.492673873901367,4.393666744232178,0.9706462025642395,4.412155330181122,1,0
401,0,0,0,0.6396906971931458,2.283878803253174,2.283878803253174,2.283878803253174,0.4736615717411041,2.644188106060028,1,0
403,2,2,2,0.8963967561721802,3.519188642501831,3.519188642501831,3.519188642501831,0.8426457047462463,3.622791886329651,0,0
405,0,0,0,0.9803917407989502,4.426412105560303,4.426412105560303,4.426412105560303,0.967303454875946,4.4460203647613525,0,0
406,9,9,9,0.8935692310333252,3.934640884399414,3.934640884399414,3.934640884399414,0.8019396066665649,4.041071653366089,0,0
409,6,5,3,0.6065563559532166,5.000292778015137,5.817452430725098,4.0831499099731445,0.3561205565929413,5.39373642206192,0,0
414,4,7,4,0.28759294748306274,5.575953960418701,4.55925178527832,4.55925178527832,0.052713021636009216,6.288361012935638,1,0
415,0,0,0,0.8761107325553894,7.248199939727783,7.248199939727783,7.248199939727783,0.8107830286026001,7.372089207172394,1,0
421,2,2,2,0.9912713766098022,4.374518871307373,4.374518871307373,4.374518871307373,0.9855271577835083,4.383247494697571,0,0
427,1,1,1,0.9967980980873108,5.283607006072998,5.283607006072998,5.283607006072998,0.9940526485443115,5.286808907985687,1,0
428,9,1,9,0.9090931415557861,5.2250447273254395,4.374914646148682,4.374914646148682,0.8495734930038452,5.315951585769653,0,0
437,6,6,6,0.7244563102722168,4.24594259262085,4.24594259262085,4.24594259262085,0.4733436405658722,4.521486282348633,0,0
438,9,1,9,0.7931758761405945,6.874279975891113,6.293435573577881,6.293435573577881,0.5877763032913208,7.081104099750519,0,0
446,3,3,3,0.5876832008361816,4.411839962005615,4.411839962005615,4.411839962005615,0.367071270942688,4.824156761169434,1,0
449,4,2,4,0.4065881073474884,5.926583290100098,5.5806498527526855,5.5806498527526855,0.08856236934661865,6.519995182752609,1,0
452,6,6,6,0.9840275049209595,4.280900001525879,4.280900001525879,4.280900001525879,0.976063072681427,4.296872496604919,0,0
453,0,0,0,0.9235156178474426,4.64637565612793,4.64637565612793,4.64637565612793,0.8664911985397339,4.722860038280487,1,0
457,0,0,0,0.989421010017395,3.8879826068878174,3.8879826068878174,3.8879826068878174,0.9829835295677185,3.8985615968704224,0,0
458,4,4,4,0.6378800868988037,4.910513401031494,4.910513401031494,4.910513401031494,0.4202306568622589,5.27263331413269,1,0
463,2,2,2,0.9910547137260437,4.803380489349365,4.803380489349365,4.803380489349365,0.9862309098243713,4.8123257756233215,1,0
466,1,1,9,0.9459412693977356,5.4340739250183105,5.4340739250183105,4.888782501220703,0.8994221091270447,5.488132655620575,0,0
473,6,7,4,0.3150043189525604,6.648301601409912,5.675011157989502,4.197684288024902,0.12066894769668579,7.333297282457352,1,0
474,2,3,3,0.4194752275943756,5.398508071899414,7.227298736572266,5.398508071899414,0.22450603544712067,5.9790328443050385,1,0
477,4,2,4,0.56478351354599,4.532238960266113,4.27254581451416,4.27254581451416,0.17155879735946655,4.967455446720123,0,0
478,7,7,4,0.33120614290237427,6.372757911682129,6.372757911682129,4.413496017456055,0.005306452512741089,7.041551768779755,1,0
481,0,0,0,0.5871315598487854,5.668394088745117,5.668394088745117,5.668394088745117,0.4374208450317383,6.081262528896332,1,0
484,4,2,7,0.6646664142608643,6.760130882263184,6.787249565124512,6.393803596496582,0.44140195846557617,7.095464468002319,1,0
489,4,4,4,0.6008914709091187,3.4309275150299072,3.4309275150299072,3.4309275150299072,0.2873835265636444,3.8300360441207886,1,0
490,4,4,3,0.41224589943885803,6.451241970062256,6.451241970062256,5.516168594360352,0.02322012186050415,7.038996070623398,0,0
493,1,8,8,0.9477477073669434,9.718157768249512,12.956650733947754,9.718157768249512,0.9044914245605469,9.770410060882568,1,1
495,9,1,9,0.8347684144973755,5.305886745452881,4.574791431427002,4.574791431427002,0.759116530418396,5.471118330955505,0,0
497,0,8,8,0.9609150886535645,3.9891746044158936,6.404756546020508,3.9891746044158936,0.931561291217804,4.028259515762329,1,0
498,1,1,1,0.9710288047790527,5.790476322174072,5.790476322174072,5.790476322174072,0.9587914943695068,5.8194475173950195,1,0
501,8,8,8,0.9277718663215637,5.390235900878906,5.390235900878906,5.390235900878906,0.876644492149353,5.4624640345573425,1,0
504,0,0,0,0.9118155241012573,4.852002143859863,4.852002143859863,4.852002143859863,0.8684845566749573,4.940186619758606,1,0
506,1,1,9,0.5301796197891235,5.876088619232178,5.876088619232178,4.905682563781738,0.31888121366500854,6.345908999443054,0,0
522,2,2,2,0.8348196744918823,4.782519340515137,4.782519340515137,4.782519340515137,0.7051235437393188,4.947699666023254,1,0
526,4,6,6,0.48314955830574036,4.43091344833374,5.444879531860352,4.43091344833374,0.11322787404060364,4.947763890028,1,0
531,7,7,7,0.9956399202346802,5.193284034729004,5.193284034729004,5.193284034729004,0.9934114813804626,5.197644114494324,1,0
543,4,4,4,0.9607576727867126,3.729860305786133,3.729860305786133,3.729860305786133,0.9400022029876709,3.76910263299942,0,0
546,8,8,8,0.977545440196991,4.648397922515869,4.648397922515869,4.648397922515869,0.9655868411064148,4.670852482318878,1,0
547,1,1,1,0.9980893731117249,5.943970203399658,5.943970203399658,5.943970203399658,0.9968949556350708,5.945880830287933,0,0
549,4,2,0,0.28939151763916016,5.004401206970215,5.947246551513672,4.971838474273682,0.028614401817321777,5.715009689331055,0,0
552,6,6,6,0.6006184816360474,2.510014057159424,2.510014057159424,2.510014057159424,0.4365262985229492,2.9093955755233765,1,0
553,9,0,0,0.8155160546302795,4.192745685577393,6.665473461151123,4.192745685577393,0.7333358526229858,4.377229630947113,0,0
564,0,0,0,0.5950814485549927,4.505420207977295,4.505420207977295,4.505420207977295,0.20834362506866455,4.910338759422302,0,0
565,1,1,1,0.998536229133606,4.691176891326904,4.691176891326904,4.691176891326904,0.9978823661804199,4.692640662193298,0,0
568,1,1,1,0.982730507850647,6.141041278839111,6.141041278839111,6.141041278839111,0.9659318327903748,6.158310770988464,1,0
572,4,2,4,0.5068442821502686,5.263443946838379,4.1838274002075195,4.1838274002075195,0.16096186637878418,5.75659966468811,0,0
576,1,1,1,0.9989522695541382,3.1492176055908203,3.1492176055908203,3.1492176055908203,0.9985666275024414,3.150265336036682,1,0
580,8,1,9,0.6544103026390076,6.255666255950928,7.5193257331848145,5.738684177398682,0.5181187987327576,6.60125595331192,0,0
581,4,4,4,0.5591655373573303,3.2309067249298096,3.2309067249298096,3.2309067249298096,0.290789395570755,3.6717411875724792,1,0
590,1,8,9,0.3967786133289337,6.264841556549072,7.015294551849365,5.0895891189575195,0.11280545592308044,6.8680629432201385,1,0
591,6,2,2,0.6272779703140259,5.154344081878662,6.645823955535889,5.154344081878662,0.48115652799606323,5.527066111564636,1,0
593,1,1,1,0.9610649347305298,4.997231483459473,4.997231483459473,4.997231483459473,0.9296150803565979,5.036166548728943,0,0
594,9,9,9,0.44797104597091675,3.146458387374878,3.146458387374878,3.146458387374878,0.020483165979385376,3.698487341403961,0,0
596,8,8,8,0.9989936947822571,5.394671440124512,5.394671440124512,5.394671440124512,0.9980046153068542,5.395677745342255,0,0
597,3,5,3,0.6307294368743896,5.180378437042236,4.676022052764893,4.676022052764893,0.4812459349632263,5.549649000167847,0,0
608,0,0,0,0.809715211391449,5.757551670074463,5.757551670074463,5.757551670074463,0.676716685295105,5.947836458683014,0,0
612,9,1,1,0.890141487121582,4.929504871368408,5.285022735595703,4.929504871368408,0.823526918888092,5.039363384246826,1,0
616,4,4,4,0.7958943843841553,4.579227924346924,4.579227924346924,4.579227924346924,0.6869463920593262,4.7833335399627686,1,0
617,1,1,9,0.7997637987136841,5.381993293762207,5.381993293762207,4.858360767364502,0.6087836027145386,5.582229495048523,0,0
618,3,8,0,0.27692222595214844,6.317707538604736,5.596792221069336,5.583479881286621,0.0648709386587143,7.040785312652588,1,0
620,6,2,2,0.533900797367096,4.281957626342773,6.889590263366699,4.281957626342773,0.32766085863113403,4.7480568289756775,0,0
621,4,2,2,0.9052180051803589,3.4267642498016357,5.161271572113037,3.4267642498016357,0.8631130456924438,3.521546244621277,0,0
626,0,4,6,0.35523009300231934,5.114781379699707,7.84182071685791,4.601332664489746,0.04901447892189026,5.759551286697388,1,0
639,3,3,3,0.5245697498321533,5.998523712158203,5.998523712158203,5.998523712158203,0.1406170129776001,6.47395396232605,1,0
642,4,4,6,0.43878915905952454,5.816901206970215,5.816901206970215,4.7036943435668945,0.09245061874389648,6.37811204791069,1,0
644,1,1,1,0.9938657879829407,4.20627498626709,4.20627498626709,4.20627498626709,0.9908437132835388,4.212409198284149,1,0
646,2,3,3,0.42449989914894104,3.998075008392334,5.465379238128662,3.998075008392334,0.12413144111633301,4.573575109243393,0,0
651,6,6,6,0.997925877571106,6.862992286682129,6.862992286682129,6.862992286682129,0.9969138503074646,6.865066409111023,1,0
654,7,7,7,0.8923581838607788,7.3739728927612305,7.3739728927612305,7.3739728927612305,0.8558176159858704,7.481614708900452,1,0
655,6,0,6,0.2774917483329773,6.618329048156738,5.034938812255859,5.034938812255859,0.07347778975963593,7.340837299823761,1,0
656,8,8,0,0.4703650176525116,5.237756729125977,5.237756729125977,4.643095970153809,0.20829397439956665,5.767391711473465,1,0
657,9,1,9,0.3051343858242035,7.036304473876953,4.377466678619385,4.377466678619385,0.05837567150592804,7.73117008805275,1,0
659,9,9,9,0.6025662422180176,4.222493648529053,4.222493648529053,4.222493648529053,0.4872431457042694,4.619927406311035,0,0
661,4,4,4,0.8325564861297607,3.7108213901519775,3.7108213901519775,3.7108213901519775,0.7857497334480286,3.878264904022217,0,0
672,9,8,8,0.8376293778419495,5.919953346252441,6.1712236404418945,5.919953346252441,0.7459015846252441,6.082323968410492,0,0
674,4,4,4,0.8910200595855713,7.855813026428223,7.855813026428223,7.855813026428223,0.8335604667663574,7.964792966842651,0,0
677,4,4,4,0.9082679152488708,5.94580602645874,5.94580602645874,5.94580602645874,0.8397478461265564,6.037538111209869,0,0
688,7,7,7,0.9104182124137878,3.16216778755188,3.16216778755188,3.16216778755188,0.8626692891120911,3.251749575138092,0,0
690,1,1,3,0.29053109884262085,7.216131687164307,7.216131687164307,5.370295524597168,0.09697403013706207,7.925600588321686,1,0
694,0,0,0,0.9860133528709412,5.089208126068115,5.089208126068115,5.089208126068115,0.9754228591918945,5.103194773197174,1,0
696,2,2,2,0.9075554609298706,3.7630245685577393,3.7630245685577393,3.7630245685577393,0.8404368758201599,3.8554691076278687,1,0
698,0,0,0,0.9766626358032227,4.933773040771484,4.933773040771484,4.933773040771484,0.958990216255188,4.957110404968262,1,0
699,1,1,9,0.849082887172699,6.468513011932373,6.468513011932373,6.139825820922852,0.8070113062858582,6.619430124759674,0,0
705,4,2,4,0.6172680258750916,6.157642841339111,5.643935203552246,5.643935203552246,0.2727915942668915,6.54037481546402,0,0
706,9,9,9,0.8766747713088989,4.8581390380859375,4.8581390380859375,4.8581390380859375,0.7571580410003662,4.981464266777039,1,0
709,2,2,2,0.9242364168167114,4.555225849151611,4.555225849151611,4.555225849151611,0.8783665895462036,4.6309894323349,1,0
711,4,2,2,0.7109435200691223,5.184932708740234,6.108560562133789,5.184932708740234,0.4416344165802002,5.473989188671112,0,0
714,1,1,0,0.5137948393821716,7.010529518127441,7.010529518127441,5.707305908203125,0.37531349062919617,7.49673467874527,1,0
719,9,4,9,0.3874624967575073,6.63388204574585,5.383360862731934,5.383360862731934,0.16940546035766602,7.246419548988342,1,0
