dataset_index,label,pred_label,nearest_label,confidence,pred_centroid_dist,true_centroid_dist,nearest_centroid_dist,prob_margin
676,1,1,1,0.9998522996902466,6.781616687774658,6.781616687774658,6.781616687774658,0.9997681975364685
708,0,7,0,0.4986819326877594,5.696299076080322,4.967394828796387,4.967394828796387,0.27277082204818726
712,4,7,7,0.5993611812591553,4.036210060119629,5.268916606903076,4.036210060119629,0.384941041469574
722,7,7,7,0.829631507396698,2.8616621494293213,2.8616621494293213,2.8616621494293213,0.7670132517814636
729,5,7,7,0.7715352177619934,5.284533500671387,8.088292121887207,5.284533500671387,0.6581252813339233
731,0,0,0,0.8133063316345215,4.766997814178467,4.766997814178467,4.766997814178467,0.7107548117637634
744,7,7,7,0.9086715579032898,3.520458936691284,3.520458936691284,3.520458936691284,0.8674541115760803
753,1,1,1,0.989470362663269,3.8239552974700928,3.8239552974700928,3.8239552974700928,0.9816147089004517
760,7,7,7,0.9605566263198853,4.034801006317139,4.034801006317139,4.034801006317139,0.9477987289428711
786,8,8,8,0.8834987878799438,4.177642822265625,4.177642822265625,4.177642822265625,0.7748516201972961
787,2,8,8,0.6007696390151978,5.226089000701904,5.914485454559326,5.226089000701904,0.33584004640579224
807,6,6,6,0.9964984655380249,5.920997619628906,5.920997619628906,5.920997619628906,0.9937049746513367
821,7,7,7,0.4870401918888092,5.9224534034729,5.9224534034729,5.9224534034729,0.05901411175727844
855,1,1,1,0.9997301697731018,5.604977607727051,5.604977607727051,5.604977607727051,0.999544620513916
872,0,0,0,0.7683652639389038,5.855494976043701,5.855494976043701,5.855494976043701,0.6525578498840332
904,4,5,3,0.5718307495117188,5.193551540374756,5.4045257568359375,4.112665176391602,0.3457431495189667
908,5,5,5,0.973760187625885,3.6855547428131104,3.6855547428131104,3.6855547428131104,0.9625507593154907
935,6,6,6,0.7290199398994446,7.594465732574463,7.594465732574463,7.594465732574463,0.5958056449890137
967,8,8,8,0.8814732432365417,3.815972328186035,3.815972328186035,3.815972328186035,0.7873783111572266
972,7,7,7,0.9335331916809082,5.487231731414795,5.487231731414795,5.487231731414795,0.9019820094108582
995,3,5,3,0.8531062006950378,5.295051097869873,4.8105549812316895,4.8105549812316895,0.7373836040496826
996,5,5,5,0.7807877063751221,6.053897857666016,6.053897857666016,6.053897857666016,0.605187714099884
1002,3,5,5,0.9508890509605408,4.830316066741943,5.594693183898926,4.830316066741943,0.9213602542877197
1003,2,2,2,0.7054250836372375,4.191554546356201,4.191554546356201,4.191554546356201,0.5717519521713257
1017,6,6,6,0.5421895980834961,5.059300422668457,5.059300422668457,5.059300422668457,0.3000471591949463
1023,6,6,6,0.3617010712623596,5.39739990234375,5.39739990234375,5.39739990234375,0.0713728666305542
1032,8,8,8,0.9975366592407227,3.313128709793091,3.313128709793091,3.313128709793091,0.9961915016174316
1043,9,1,9,0.4971737563610077,6.474111557006836,3.8522756099700928,3.8522756099700928,0.020684093236923218
1044,0,0,0,0.6807004809379578,4.2512078285217285,4.2512078285217285,4.2512078285217285,0.38685017824172974
1062,9,2,2,0.787044882774353,5.038960933685303,8.435201644897461,5.038960933685303,0.6844171285629272
1067,2,5,2,0.6245095133781433,6.182421684265137,5.701114654541016,5.701114654541016,0.42193716764450073
1081,5,5,5,0.8107887506484985,5.8206787109375,5.8206787109375,5.8206787109375,0.7077927589416504
1089,7,7,9,0.24103331565856934,6.978298664093018,6.978298664093018,5.76709508895874,0.03163033723831177
1093,5,5,5,0.8691484332084656,4.643805980682373,4.643805980682373,4.643805980682373,0.8207693696022034
1110,2,2,2,0.990527868270874,5.245380401611328,5.245380401611328,5.245380401611328,0.9829033017158508
1120,3,4,4,0.4321146011352539,3.6054465770721436,4.79183292388916,3.6054465770721436,0.143189936876297
1141,8,8,8,0.9919130802154541,3.3415839672088623,3.3415839672088623,3.3415839672088623,0.9861862063407898
1149,7,7,7,0.6452780365943909,6.1956048011779785,6.1956048011779785,6.1956048011779785,0.37670740485191345
1150,3,3,3,0.3773154318332672,4.29434871673584,4.29434871673584,4.29434871673584,0.15292634069919586
1165,7,7,4,0.6554798483848572,5.82594108581543,5.82594108581543,4.904817581176758,0.47249266505241394
1179,7,7,7,0.9567842483520508,4.8648529052734375,4.8648529052734375,4.8648529052734375,0.9152548313140869
1185,0,0,0,0.9659346342086792,6.0660529136657715,6.0660529136657715,6.0660529136657715,0.9368066787719727
1199,5,5,5,0.9835012555122375,5.136935710906982,5.136935710906982,5.136935710906982,0.9679223895072937
1219,2,2,0,0.7976374626159668,6.566373825073242,6.566373825073242,6.365226745605469,0.6022733449935913
1232,9,9,9,0.5700137615203857,3.139744281768799,3.139744281768799,3.139744281768799,0.21803805232048035
1242,1,1,1,0.9977555871009827,5.938302993774414,5.938302993774414,5.938302993774414,0.9959884881973267
1252,3,8,3,0.45075663924217224,5.761841773986816,5.606085300445557,5.606085300445557,0.2722760736942291
1255,8,8,8,0.9948092699050903,3.0984911918640137,3.0984911918640137,3.0984911918640137,0.9906573295593262
1259,6,6,6,0.8908939957618713,3.350177049636841,3.350177049636841,3.350177049636841,0.8503670692443848
1264,4,4,4,0.8754628300666809,5.261168956756592,5.261168956756592,5.261168956756592,0.8370722532272339
1280,5,5,5,0.773928701877594,5.7401442527771,5.7401442527771,5.7401442527771,0.5552321672439575
1281,3,2,3,0.3631291687488556,6.7802300453186035,6.535135746002197,6.535135746002197,0.07655596733093262
1294,4,4,4,0.9068761467933655,3.439380407333374,3.439380407333374,3.439380407333374,0.8666221499443054
1300,8,8,8,0.9878720045089722,3.5000500679016113,3.5000500679016113,3.5000500679016113,0.9773232340812683
1323,8,8,8,0.9978918433189392,5.545475959777832,5.545475959777832,5.545475959777832,0.9962347149848938
1336,8,8,8,0.9933874607086182,3.1953125,3.1953125,3.1953125,0.9908023476600647
1337,8,0,0,0.8063706755638123,4.646461009979248,6.144182205200195,4.646461009979248,0.6473604440689087
1382,0,8,8,0.8020797371864319,3.539008617401123,5.072253227233887,3.539008617401123,0.6085310578346252
1388,4,7,6,0.5442065596580505,7.198708534240723,5.882252216339111,5.498500347137451,0.3195692300796509
1409,2,2,6,0.8274514079093933,5.27463436126709,5.27463436126709,4.798522472381592,0.7106732130050659
1424,0,0,0,0.591549277305603,6.823721885681152,6.823721885681152,6.823721885681152,0.25980570912361145
1447,6,6,6,0.9291166663169861,3.958380699157715,3.958380699157715,3.958380699157715,0.8958097696304321
1502,1,1,1,0.9915771484375,4.595973491668701,4.595973491668701,4.595973491668701,0.988681972026825
1530,2,2,2,0.9314827919006348,3.841520309448242,3.841520309448242,3.841520309448242,0.8958417177200317
1538,5,7,7,0.9177272319793701,3.600630283355713,9.025459289550781,3.600630283355713,0.875778317451477
1553,3,3,3,0.4243481755256653,4.333784103393555,4.333784103393555,4.333784103393555,0.2111799716949463
1563,6,6,6,0.9812941551208496,3.7309954166412354,3.7309954166412354,3.7309954166412354,0.9690276384353638
1606,2,5,4,0.423225075006485,5.382674217224121,5.442104339599609,3.330606698989868,0.183088481426239
1612,9,0,9,0.5447919368743896,5.770153045654297,5.252371311187744,5.252371311187744,0.3147459030151367
1614,2,2,2,0.8238149881362915,4.113671779632568,4.113671779632568,4.113671779632568,0.7122693061828613
1631,1,5,9,0.4468325972557068,8.28425121307373,8.379494667053223,7.2487053871154785,0.09146654605865479
1633,9,9,9,0.5906445384025574,3.927708625793457,3.927708625793457,3.927708625793457,0.3335302472114563
1636,5,5,5,0.9034639000892639,5.575516700744629,5.575516700744629,5.575516700744629,0.8242495059967041
1650,7,7,7,0.9979756474494934,6.924075603485107,6.924075603485107,6.924075603485107,0.9962645769119263
1652,9,1,9,0.7863793969154358,5.773550033569336,3.990011215209961,3.990011215209961,0.5790040493011475
1664,0,8,0,0.43922677636146545,6.7039899826049805,6.08200740814209,6.08200740814209,0.12399181723594666
1667,4,3,3,0.7915401458740234,4.401430130004883,8.075963973999023,4.401430130004883,0.6196238994598389
1675,2,2,2,0.8532414436340332,4.924001216888428,4.924001216888428,4.924001216888428,0.7943097352981567
1698,7,1,6,0.3460918664932251,8.062494277954102,9.173008918762207,6.8007707595825195,0.16112789511680603
1708,0,0,0,0.7452025413513184,3.000682830810547,3.000682830810547,3.000682830810547,0.6113872528076172
1719,5,5,5,0.9956604838371277,5.553076267242432,5.553076267242432,5.553076267242432,0.9925629496574402
1723,3,3,3,0.5321156978607178,3.180129051208496,3.180129051208496,3.180129051208496,0.35747209191322327
1749,8,8,0,0.4894779324531555,4.031906604766846,4.031906604766846,3.5151681900024414,0.044525086879730225
1763,8,8,8,0.9934430122375488,3.0975799560546875,3.0975799560546875,3.0975799560546875,0.9873138070106506
1765,9,1,9,0.852442741394043,6.1469855308532715,4.769297122955322,4.769297122955322,0.7060965895652771
1785,3,2,2,0.6609843969345093,4.365528583526611,4.596266269683838,4.365528583526611,0.4171311855316162
1787,2,2,0,0.7321955561637878,5.921792984008789,5.921792984008789,5.519296169281006,0.4727095067501068
1811,0,0,0,0.5716344714164734,6.449787616729736,6.449787616729736,6.449787616729736,0.2059575319290161
1822,8,8,8,0.9901790618896484,3.1755120754241943,3.1755120754241943,3.1755120754241943,0.9828253984451294
1842,6,2,3,0.3942932188510895,5.912578105926514,8.956748008728027,5.274301052093506,0.060299038887023926
1845,3,3,5,0.5241389870643616,5.755017280578613,5.755017280578613,5.30373477935791,0.07091760635375977
1864,3,2,3,0.41466212272644043,4.305198669433594,3.674199342727661,3.674199342727661,0.09782734513282776
1885,0,8,0,0.5001367926597595,5.4578728675842285,5.100838661193848,5.100838661193848,0.03749191761016846
1935,0,0,0,0.9177777767181396,4.858888149261475,4.858888149261475,4.858888149261475,0.8641071319580078
1946,1,1,1,0.9081773161888123,5.83957576751709,5.83957576751709,5.83957576751709,0.867103099822998
1959,6,6,6,0.9754675030708313,4.743085861206055,4.743085861206055,4.743085861206055,0.955590009689331
1970,8,8,8,0.9946287274360657,6.025747299194336,6.025747299194336,6.025747299194336,0.9921556115150452
2008,7,7,7,0.9465450644493103,5.734715461730957,5.734715461730957,5.734715461730957,0.9213694930076599
2027,0,0,0,0.4939765930175781,4.291606426239014,4.291606426239014,4.291606426239014,0.021409809589385986
2031,8,8,8,0.9672880172729492,4.952798366546631,4.952798366546631,4.952798366546631,0.9433319568634033
2056,4,6,6,0.46705949306488037,5.545936107635498,6.586148738861084,5.545936107635498,0.24822525680065155
2058,9,1,9,0.4592556357383728,7.07451057434082,4.327486991882324,4.327486991882324,0.0967068076133728
2075,7,7,7,0.7630929946899414,5.998476505279541,5.998476505279541,5.998476505279541,0.5630143284797668
2085,4,2,2,0.5176388025283813,4.141114234924316,5.287714958190918,4.141114234924316,0.16329485177993774
2114,2,2,3,0.47919782996177673,4.391879558563232,4.391879558563232,4.252918720245361,0.17118394374847412
2120,5,5,3,0.7459213733673096,4.282242298126221,4.282242298126221,3.9289391040802,0.5443933010101318
2133,2,2,2,0.9242963790893555,3.5049893856048584,3.5049893856048584,3.5049893856048584,0.8897679448127747
2142,0,0,0,0.8354302048683167,3.6779558658599854,3.6779558658599854,3.6779558658599854,0.6806615591049194
2152,6,6,6,0.8316621780395508,5.284971237182617,5.284971237182617,5.284971237182617,0.7482072710990906
2153,1,1,1,0.9938355088233948,3.5903432369232178,3.5903432369232178,3.5903432369232178,0.9909502863883972
2165,3,5,5,0.76756751537323,7.909658432006836,9.032341003417969,7.909658432006836,0.5354872345924377
2220,8,8,8,0.9583863615989685,4.927633285522461,4.927633285522461,4.927633285522461,0.9280049204826355
2221,8,8,8,0.7310885787010193,4.1589436531066895,4.1589436531066895,4.1589436531066895,0.4701531231403351
2223,3,3,3,0.6012477874755859,3.367522716522217,3.367522716522217,3.367522716522217,0.2625434696674347
2231,5,5,5,0.9219415783882141,6.188061237335205,6.188061237335205,6.188061237335205,0.8587225079536438
2233,0,2,2,0.814348578453064,3.3570144176483154,5.8318891525268555,3.3570144176483154,0.7545853853225708
2262,0,0,2,0.4826483130455017,5.579350471496582,5.579350471496582,5.237067222595215,0.06832659244537354
2285,8,7,3,0.2777104079723358,7.317805290222168,7.762870788574219,5.42818021774292,0.03995195031166077
2302,9,9,9,0.6602915525436401,4.676012992858887,4.676012992858887,4.676012992858887,0.42853498458862305
2305,5,5,5,0.9070208072662354,4.39033317565918,4.39033317565918,4.39033317565918,0.8169373869895935
2333,8,8,8,0.9262048006057739,4.5832414627075195,4.5832414627075195,4.5832414627075195,0.8701622486114502
2373,5,5,5,0.9931348562240601,5.612316608428955,5.612316608428955,5.612316608428955,0.9874876737594604
2374,5,7,3,0.3432909846305847,8.056424140930176,6.056661605834961,5.635064601898193,0.01117163896560669
2387,2,2,2,0.6865310072898865,3.6759307384490967,3.6759307384490967,3.6759307384490967,0.5794931054115295
2388,8,3,3,0.4144182503223419,6.832039833068848,8.238126754760742,6.832039833068848,0.06739947199821472
2390,1,1,1,0.8936400413513184,5.6897358894348145,5.6897358894348145,5.6897358894348145,0.8364410996437073
2402,4,1,9,0.9313071966171265,5.123466491699219,8.481779098510742,4.8005595207214355,0.9091281890869141
2408,2,0,0,0.8621938228607178,1.9542964696884155,6.338791847229004,1.9542964696884155,0.7902319431304932
2432,3,3,3,0.45956510305404663,5.296262741088867,5.296262741088867,5.296262741088867,0.08520454168319702
2440,5,5,5,0.770662784576416,4.562985897064209,4.562985897064209,4.562985897064209,0.6667563915252686
2448,9,1,9,0.7944127917289734,5.72797966003418,3.544863224029541,3.544863224029541,0.6106753349304199
2451,0,0,0,0.6860228776931763,3.7838711738586426,3.7838711738586426,3.7838711738586426,0.4045375883579254
2452,3,3,3,0.5104373693466187,3.7491066455841064,3.7491066455841064,3.7491066455841064,0.3481440842151642
2465,4,3,4,0.3224717378616333,5.469381332397461,5.388627529144287,5.388627529144287,0.03281223773956299
2499,7,7,7,0.9528643488883972,5.519944667816162,5.519944667816162,5.519944667816162,0.9219288229942322
2508,9,1,1,0.9710565805435181,4.284387111663818,5.3721604347229,4.284387111663818,0.9566494226455688
2515,4,4,0,0.9065773487091064,6.0996880531311035,6.0996880531311035,6.061844348907471,0.8512482643127441
2523,8,8,8,0.9767236709594727,6.993135452270508,6.993135452270508,6.993135452270508,0.954801082611084
2559,3,5,3,0.5121346712112427,5.512211322784424,3.825559139251709,3.825559139251709,0.11845821142196655
2581,3,3,3,0.5802753567695618,4.953354358673096,4.953354358673096,4.953354358673096,0.2917887270450592
2612,7,7,3,0.3813129961490631,5.881760120391846,5.881760120391846,3.503319501876831,0.11206617951393127
2663,8,8,8,0.9880956411361694,2.782198905944824,2.782198905944824,2.782198905944824,0.9810203909873962
2670,8,8,8,0.9934284090995789,3.3936409950256348,3.3936409950256348,3.3936409950256348,0.9889124035835266
2671,9,1,9,0.5022395849227905,6.124833106994629,5.2164716720581055,5.2164716720581055,0.1424223780632019
2708,2,2,2,0.9720038175582886,3.8239963054656982,3.8239963054656982,3.8239963054656982,0.9536553621292114
2709,5,5,5,0.7671346068382263,5.548637866973877,5.548637866973877,5.548637866973877,0.6337066292762756
2712,4,4,4,0.7027214765548706,2.6358766555786133,2.6358766555786133,2.6358766555786133,0.4771944582462311
2728,9,1,9,0.6647627949714661,5.724075794219971,5.666881561279297,5.666881561279297,0.40653175115585327
2729,6,6,6,0.9920608997344971,4.930985927581787,4.930985927581787,4.930985927581787,0.9862571954727173
2739,3,5,3,0.5719227194786072,4.829005718231201,3.8617055416107178,3.8617055416107178,0.40469539165496826
2754,8,8,8,0.9603136777877808,4.189803123474121,4.189803123474121,4.189803123474121,0.9379950761795044
2800,1,1,1,0.957390546798706,4.120645523071289,4.120645523071289,4.120645523071289,0.9305581450462341
2807,7,7,7,0.9842979311943054,4.577188491821289,4.577188491821289,4.577188491821289,0.973481297492981
2820,8,8,8,0.999934196472168,5.481042385101318,5.481042385101318,5.481042385101318,0.9998977780342102
2851,1,1,1,0.985138475894928,4.198243141174316,4.198243141174316,4.198243141174316,0.9745324850082397
2856,4,7,4,0.5241343379020691,4.170050621032715,3.9003078937530518,3.9003078937530518,0.1923496127128601
2869,2,2,4,0.4583081305027008,3.806087017059326,3.806087017059326,3.6610591411590576,0.1743660569190979
2891,7,7,7,0.8921403288841248,2.5020086765289307,2.5020086765289307,2.5020086765289307,0.8241981267929077
2903,3,3,3,0.6119483113288879,4.390843868255615,4.390843868255615,4.390843868255615,0.23401802778244019
2917,9,9,9,0.7891427278518677,4.951192855834961,4.951192855834961,4.951192855834961,0.7144410014152527
2945,5,5,5,0.6541376709938049,3.44891357421875,3.44891357421875,3.44891357421875,0.45752981305122375
2948,2,3,3,0.7677090167999268,6.405943393707275,8.728239059448242,6.405943393707275,0.5775370597839355
2969,7,7,7,0.9864566326141357,2.8078818321228027,2.8078818321228027,2.8078818321228027,0.979448139667511
3003,3,3,3,0.7567057609558105,3.7619123458862305,3.7619123458862305,3.7619123458862305,0.5667300820350647
3064,1,1,1,0.910213828086853,3.945608377456665,3.945608377456665,3.945608377456665,0.840961217880249
3065,8,8,8,0.7199466824531555,5.626909255981445,5.626909255981445,5.626909255981445,0.6073570847511292
3072,1,1,9,0.42075684666633606,6.442819118499756,6.442819118499756,3.9947216510772705,0.2804747521877289
3098,6,5,6,0.35271960496902466,7.4032721519470215,6.304866790771484,6.304866790771484,0.17432592809200287
3164,2,2,2,0.9984538555145264,5.204893112182617,5.204893112182617,5.204893112182617,0.9978938698768616
3173,5,5,5,0.9826269745826721,5.362457752227783,5.362457752227783,5.362457752227783,0.9729140400886536
3177,3,3,3,0.6240391731262207,4.172152996063232,4.172152996063232,4.172152996063232,0.38056033849716187
3200,6,6,6,0.9910791516304016,6.282626628875732,6.282626628875732,6.282626628875732,0.9860655665397644
3208,7,7,7,0.9996706247329712,6.72221040725708,6.72221040725708,6.72221040725708,0.9994238018989563
3210,2,7,7,0.3918938934803009,6.007601737976074,6.787960052490234,6.007601737976074,0.07126528024673462
3250,8,0,0,0.8171617388725281,3.650369167327881,7.679478168487549,3.650369167327881,0.6597066521644592
3252,4,7,7,0.7461509704589844,5.556674003601074,6.550173759460449,5.556674003601074,0.5064468383789062
3264,5,5,5,0.8954930305480957,4.673787593841553,4.673787593841553,4.673787593841553,0.8377188444137573
3270,5,5,5,0.7674742341041565,4.206010341644287,4.206010341644287,4.206010341644287,0.6499736309051514
3271,5,5,4,0.5266234278678894,5.89064884185791,5.89064884185791,4.2733635902404785,0.22993746399879456
3275,7,7,7,0.9895988702774048,4.822721004486084,4.822721004486084,4.822721004486084,0.9830676317214966
3293,5,5,2,0.42959246039390564,4.881191730499268,4.881191730499268,4.297787666320801,0.041117340326309204
3300,4,4,4,0.6706916689872742,5.1704230308532715,5.1704230308532715,5.1704230308532715,0.5726256370544434
3312,9,0,0,0.44969090819358826,4.574164390563965,6.865729808807373,4.574164390563965,0.11058083176612854
3333,8,8,8,0.992102324962616,3.623077869415283,3.623077869415283,3.623077869415283,0.9877957701683044
3347,0,0,0,0.7123060822486877,3.436893939971924,3.436893939971924,3.436893939971924,0.5839086174964905
3349,2,6,6,0.46996963024139404,3.214198112487793,5.466194152832031,3.214198112487793,0.021840780973434448
3363,9,5,9,0.2610458731651306,6.703812599182129,5.510929584503174,5.510929584503174,0.03495487570762634
3423,2,2,2,0.9975689053535461,5.785520076751709,5.785520076751709,5.785520076751709,0.9962058663368225
3431,5,5,5,0.5434063673019409,5.233036994934082,5.233036994934082,5.233036994934082,0.12501883506774902
3453,5,5,5,0.8401681184768677,4.7818803787231445,4.7818803787231445,4.7818803787231445,0.690235435962677
3500,6,6,6,0.9447776675224304,3.500370502471924,3.500370502471924,3.500370502471924,0.9269633889198303
3511,2,2,2,0.9797307848930359,5.252265930175781,5.252265930175781,5.252265930175781,0.970269501209259
3542,9,9,9,0.8820469379425049,4.064133644104004,4.064133644104004,4.064133644104004,0.7805931568145752
3566,4,4,4,0.8546165823936462,3.9928946495056152,3.9928946495056152,3.9928946495056152,0.7606709599494934
3606,7,7,4,0.734214723110199,5.321256160736084,5.321256160736084,5.098262310028076,0.5967632532119751
3607,0,0,0,0.6270257830619812,4.832833290100098,4.832833290100098,4.832833290100098,0.2996271550655365
3613,9,9,9,0.7889658808708191,4.138420581817627,4.138420581817627,4.138420581817627,0.5855183005332947
3638,8,8,8,0.9997902512550354,4.278201580047607,4.278201580047607,4.278201580047607,0.9996769428253174
3641,5,5,5,0.9935579895973206,7.776959419250488,7.776959419250488,7.776959419250488,0.9873807430267334
3670,8,8,8,0.9893732666969299,4.4142656326293945,4.4142656326293945,4.4142656326293945,0.98377925157547
3692,2,2,2,0.9983008503913879,7.955815315246582,7.955815315246582,7.955815315246582,0.9966583251953125
3723,4,4,7,0.7053370475769043,6.316874980926514,6.316874980926514,5.608705997467041,0.4585820138454437
3732,4,4,4,0.49179279804229736,5.0892252922058105,5.0892252922058105,5.0892252922058105,0.05377930402755737
3783,6,6,6,0.9641228318214417,4.431166648864746,4.431166648864746,4.431166648864746,0.9421213269233704
3791,2,2,2,0.9951769113540649,5.852142810821533,5.852142810821533,5.852142810821533,0.9910972118377686
3800,8,8,8,0.921584963798523,5.0267486572265625,5.0267486572265625,5.0267486572265625,0.845887303352356
3830,1,1,1,0.9980212450027466,4.660519599914551,4.660519599914551,4.660519599914551,0.9968410134315491
3832,8,8,8,0.9985364675521851,4.710244178771973,4.710244178771973,4.710244178771973,0.9971213340759277
3835,7,7,7,0.6880415678024292,3.875056028366089,3.875056028366089,3.875056028366089,0.5313472747802734
3837,5,5,3,0.5746362209320068,7.43068265914917,7.43068265914917,7.352129936218262,0.18638092279434204
3839,4,4,4,0.6814565658569336,4.806894779205322,4.806894779205322,4.806894779205322,0.473842978477478
3842,0,0,0,0.9676560163497925,4.106896877288818,4.106896877288818,4.106896877288818,0.9571202397346497
3863,3,7,3,0.49057111144065857,6.922602653503418,4.595124244689941,4.595124244689941,0.19786104559898376
3876,9,1,9,0.924828827381134,4.719289779663086,3.6796813011169434,3.6796813011169434,0.8769165873527527
3878,9,1,9,0.7950106263160706,5.923969268798828,4.583095073699951,4.583095073699951,0.6151944398880005
3883,8,2,2,0.7112098932266235,4.712890148162842,6.180224418640137,4.712890148162842,0.5681787133216858
3888,3,2,2,0.9050556421279907,5.4374775886535645,6.615621566772461,5.4374775886535645,0.8481237292289734
3902,5,4,4,0.9177501201629639,4.881027698516846,8.58962345123291,4.881027698516846,0.8823374509811401
3950,8,8,8,0.9561063051223755,3.251790761947632,3.251790761947632,3.251790761947632,0.9222508072853088
3953,7,5,5,0.48135867714881897,5.709805965423584,7.626828193664551,5.709805965423584,0.16040191054344177
3966,5,5,5,0.8970841765403748,4.553590297698975,4.553590297698975,4.553590297698975,0.7957980036735535
3967,8,2,2,0.972154438495636,4.574970722198486,8.369876861572266,4.574970722198486,0.9636549949645996
3973,4,7,7,0.564224362373352,5.789516925811768,6.908754348754883,5.789516925811768,0.13871723413467407
3974,9,9,9,0.6691025495529175,4.358650207519531,4.358650207519531,4.358650207519531,0.3708910346031189
