dataset_index,label,clean_target_prob,triggered_target_prob,trigger_delta,score,clean_pred,triggered_pred,ground_truth_poison,predicted_poison
199,0,0.00010328659845981747,9.844807209447026e-05,-4.838526365347207e-06,1.0,0,0,1,1
201,1,0.0001343267213087529,8.757189061725512e-05,-4.675483069149777e-05,1.0,1,1,1,1
209,6,1.5459156202268787e-05,6.138600292615592e-05,4.592684854287654e-05,1.0,6,6,1,1
210,6,6.137963646324351e-05,0.00012615752348210663,6.477788701886311e-05,1.0,6,6,1,1
213,0,5.145288378116675e-05,2.385312291153241e-05,-2.7599760869634338e-05,1.0,0,0,1,1
219,9,0.928509533405304,0.8294848203659058,-0.0990247130393982,1.0,9,9,1,1
220,0,0.00014504404680337757,9.381990821566433e-05,-5.122413858771324e-05,1.0,0,0,1,1
222,8,8.129343768814579e-06,8.565214557165746e-06,4.35870788351167e-07,1.0,8,8,1,1
223,0,0.0005028247251175344,8.111615170491859e-05,-0.0004217085661366582,1.0,4,4,1,1
225,9,0.16587461531162262,0.018969915807247162,-0.14690470695495605,1.0,1,1,1,1
226,1,1.3531241620512446e-06,8.74238821779727e-07,-4.788853402715176e-07,1.0,1,1,1,1
227,1,0.0030903953593224287,0.0020133748184889555,-0.0010770205408334732,1.0,1,1,1,1
228,6,0.0001103260219679214,0.000418151612393558,0.00030782559770159423,1.0,6,6,1,1
230,7,0.0906413346529007,0.04924771562218666,-0.041393619030714035,1.0,7,7,1,1
232,6,0.0006417377153411508,0.0010384032502770424,0.00039666553493589163,1.0,2,6,1,1
238,1,0.00010872954590013251,2.527131982787978e-05,-8.345822425326332e-05,1.0,1,1,1,1
247,4,7.4771301115106326e-06,7.527480192948133e-06,5.0350081437500194e-08,1.0,4,4,1,1
248,6,0.0008729220717214048,0.0003494523698464036,-0.0005234697018750012,1.0,2,2,1,1
249,6,0.000803727307356894,0.0012885506730526686,0.00048482336569577456,1.0,8,8,1,1
250,1,0.0004999235388822854,0.0003411936340853572,-0.00015872990479692817,1.0,1,1,1,1
254,4,4.3956086415164464e-07,1.7521212214433035e-07,-2.6434872779645957e-07,1.0,4,4,1,1
255,1,0.0002123884332831949,8.725206134840846e-05,-0.00012513637193478644,1.0,1,1,1,1
265,9,0.36126405000686646,0.18221457302570343,-0.17904947698116302,1.0,9,7,1,1
268,4,0.00028338615084066987,0.00016252104251179844,-0.00012086510832887143,1.0,2,2,1,1
279,0,4.5958640839671716e-05,2.611622039694339e-05,-1.9842420442728326e-05,1.0,2,2,1,1
280,8,4.1585906728869304e-05,7.08905208739452e-05,2.9304614145075902e-05,1.0,8,8,1,1
282,1,0.006722321733832359,0.009661657735705376,0.0029393360018730164,1.0,1,1,1,1
283,2,0.0012848257320001721,0.000378381839254871,-0.0009064439218491316,1.0,4,4,1,1
288,2,3.0965288715378847e-06,5.566988420468988e-06,2.470459548931103e-06,1.0,2,2,1,1
296,4,0.00023559672990813851,4.590914613800123e-05,-0.0001896875910460949,1.0,4,4,1,1
302,1,0.013034842908382416,0.007232685573399067,-0.005802157334983349,1.0,1,1,1,1
304,1,3.458101491560228e-05,1.8176919184043072e-05,-1.640409573155921e-05,1.0,1,1,1,1
306,9,0.3432672917842865,0.2434193342924118,-0.0998479574918747,1.0,1,1,1,1
307,9,0.3653215765953064,0.13644006848335266,-0.22888150811195374,1.0,1,1,1,1
311,1,0.0025544234085828066,0.0014049418969079852,-0.0011494815116748214,1.0,1,1,1,1
312,1,8.122888539219275e-05,9.17857832973823e-05,1.0556897905189544e-05,1.0,1,1,1,1
313,6,9.714990483189467e-06,2.6267365683452226e-05,1.6552374290768057e-05,1.0,6,6,1,1
316,9,0.861447811126709,0.8187606930732727,-0.04268711805343628,1.0,9,9,1,1
323,1,2.9547609301516786e-05,6.232511168491328e-06,-2.331509858777281e-05,1.0,1,1,1,1
330,1,0.014991719275712967,0.011531011201441288,-0.003460708074271679,1.0,1,1,1,1
333,3,0.001781842322088778,0.0012380561092868447,-0.0005437862128019333,1.0,3,4,1,1
340,9,0.10327844321727753,0.019268305972218513,-0.08401013910770416,1.0,1,1,1,1
341,0,9.706832497613505e-05,5.7195458794012666e-05,-3.987286618212238e-05,1.0,0,0,1,1
343,4,2.2236858058022335e-05,1.2951218195667025e-05,-9.28563986235531e-06,1.0,4,4,1,1
345,4,1.9749113562284037e-05,2.1383873900049366e-05,1.6347603377653286e-06,1.0,2,2,1,1
346,4,0.0001301180018344894,7.15208807378076e-05,-5.8597121096681803e-05,1.0,2,2,1,1
349,0,2.6278614313923754e-05,2.0527906599454582e-05,-5.750707714469172e-06,1.0,2,2,1,1
351,6,0.019884664565324783,0.043145839124917984,0.0232611745595932,1.0,6,6,1,1
352,0,0.0012605679221451283,0.00099546171259135,-0.00026510620955377817,1.0,0,0,1,1
360,9,0.0038062608800828457,0.0022207226138561964,-0.0015855382662266493,1.0,0,0,1,1
364,1,0.01744081825017929,0.006464092526584864,-0.010976726189255714,1.0,1,1,1,1
371,0,0.00015665023238398135,6.421074067475274e-05,-9.24394917092286e-05,1.0,0,0,1,1
373,0,0.00016314518870785832,8.023876580409706e-05,-8.290642290376127e-05,1.0,0,0,1,1
387,6,6.041197048034519e-05,0.00015523990441579372,9.482793393544853e-05,1.0,6,4,1,1
389,1,0.004749974235892296,0.005362126510590315,0.000612152274698019,1.0,1,1,1,1
393,1,0.0003911857202183455,0.00014654452388640493,-0.0002446412108838558,1.0,1,1,1,1
395,3,0.00025355786783620715,0.00025835982523858547,4.801957402378321e-06,1.0,3,3,1,1
396,1,0.0027853772044181824,0.0009629129199311137,-0.0018224642844870687,1.0,2,2,1,1
398,4,3.2875308534130454e-05,1.621296178200282e-05,-1.6662346752127632e-05,1.0,4,4,1,1
400,2,0.00023856412735767663,0.00010250799095956609,-0.00013605612912215292,1.0,7,7,1,1
401,0,0.003727575996890664,0.0019272365607321262,-0.0018003394361585379,1.0,0,0,1,1
403,2,4.329091825638898e-05,3.4794753446476534e-05,-8.496164809912443e-06,1.0,2,2,1,1
405,0,0.0006077188882045448,0.0006610074196942151,5.328853148967028e-05,1.0,0,0,1,1
406,9,0.8720474243164062,0.44144850969314575,-0.4305989146232605,1.0,9,1,1,1
409,6,0.0006189665873534977,0.0004888078547082841,-0.0001301587326452136,1.0,5,5,1,1
414,4,0.0030308992136269808,0.0035322713665664196,0.0005013721529394388,1.0,2,7,1,1
415,0,0.0016252174973487854,0.000641220307443291,-0.0009839972481131554,1.0,0,0,1,1
421,2,1.9025588926524506e-06,3.233576308048214e-06,1.3310174153957632e-06,1.0,2,2,1,1
427,1,0.0014527019811794162,0.001644637668505311,0.00019193568732589483,1.0,1,1,1,1
428,9,0.05148095637559891,0.0694669783115387,0.01798602193593979,1.0,1,1,1,1
437,6,0.0001048779595294036,0.00026216183323413134,0.00015728388098068535,1.0,6,2,1,1
438,9,0.22518427670001984,0.09980112314224243,-0.1253831535577774,1.0,1,1,1,1
446,3,0.0012963962508365512,0.0012569230748340487,-3.947317600250244e-05,1.0,3,3,1,1
449,4,8.582873647355882e-07,1.2898040040454362e-06,4.3151663930984796e-07,1.0,4,2,1,1
452,6,6.195547757670283e-05,0.00024675147142261267,0.00018479599384590983,1.0,6,6,1,1
453,0,0.0005450407625176013,0.00020895415218546987,-0.0003360866103321314,1.0,0,0,1,1
457,0,0.00017987331375479698,0.00010619231761666015,-7.368099613813683e-05,1.0,0,0,1,1
458,4,4.1803810745477676e-05,3.7239875382510945e-05,-4.563935362966731e-06,1.0,2,4,1,1
463,2,6.1005866882624105e-06,5.614058409264544e-06,-4.865282789978664e-07,1.0,2,2,1,1
466,1,0.04686945304274559,0.04972223564982414,0.0028527826070785522,1.0,1,1,1,1
473,6,0.0028399720322340727,0.0015891202492639422,-0.0012508517829701304,1.0,7,7,1,1
474,2,0.006338824518024921,0.005625514313578606,-0.0007133102044463158,1.0,3,3,1,1
477,4,0.00021724558610003442,0.00010311825462849811,-0.00011412733147153631,1.0,2,4,1,1
478,7,0.002458346774801612,0.0022522371727973223,-0.00020610960200428963,1.0,2,5,1,1
481,0,0.00024423529976047575,0.00016896327724680305,-7.527202251367271e-05,1.0,0,0,1,1
484,4,3.4971212699019816e-06,3.1700001272838563e-06,-3.271211426181253e-07,1.0,2,2,1,1
489,4,0.0003704788105096668,0.0002141318836947903,-0.0001563469268148765,1.0,4,4,1,1
490,4,6.173463771119714e-05,3.815304080490023e-05,-2.358159690629691e-05,1.0,5,4,1,1
493,1,3.5388617106946185e-05,3.2988926250254735e-05,-2.39969085669145e-06,1.0,8,8,1,1
495,9,0.08294853568077087,0.04134122282266617,-0.041607312858104706,1.0,1,1,1,1
497,0,3.979854955105111e-05,3.0848746973788366e-05,-8.949802577262744e-06,1.0,8,8,1,1
498,1,0.0009699494112282991,0.0002049620234174654,-0.0007649873732589185,1.0,1,1,1,1
501,8,0.005802134517580271,0.0037375735118985176,-0.002064561005681753,1.0,8,8,1,1
504,0,0.000344141066307202,0.0003348237369209528,-9.317329386249185e-06,1.0,0,0,1,1
506,1,0.03797747939825058,0.01324914488941431,-0.024728335440158844,1.0,1,1,1,1
522,2,1.9225237792852568e-06,4.768616236106027e-06,2.84609245682077e-06,1.0,2,2,1,1
526,4,0.003242977662011981,0.001701052999123931,-0.00154192466288805,1.0,4,4,1,1
531,7,4.609899235674675e-07,1.1030704172299011e-07,-3.506828818444774e-07,1.0,7,7,1,1
543,4,1.3497069630830083e-06,1.1911594128832803e-06,-1.58547550199728e-07,1.0,4,4,1,1
546,8,0.04888864606618881,0.022268813103437424,-0.02661983296275139,1.0,8,8,1,1
547,1,4.4125736167188734e-05,3.648422352853231e-05,-7.641512638656422e-06,1.0,1,1,1,1
549,4,0.00040360080311074853,0.0001826170482672751,-0.00022098375484347343,1.0,2,4,1,1
552,6,0.0006121157784946263,0.0009447991033084691,0.0003326833248138428,1.0,6,2,1,1
553,9,0.02802741713821888,0.01548798568546772,-0.01253943145275116,1.0,0,0,1,1
564,0,0.00013407631195150316,7.172800542321056e-05,-6.23483065282926e-05,1.0,0,0,1,1
565,1,0.0006991754053160548,0.00048132502706721425,-0.00021785037824884057,1.0,1,1,1,1
568,1,0.013366004452109337,0.014391308650374413,0.0010253041982650757,1.0,1,1,1,1
572,4,1.7690937966108322e-05,5.3694166126661e-06,-1.2321521353442222e-05,1.0,4,2,1,1
576,1,0.0002843770198523998,0.00028901678160764277,4.639761755242944e-06,1.0,1,1,1,1
580,8,0.027561327442526817,0.02201731689274311,-0.005544010549783707,1.0,1,1,1,1
581,4,0.00016952978330664337,0.00015182988136075437,-1.7699901945888996e-05,1.0,4,4,1,1
590,1,0.1018705815076828,0.05369964987039566,-0.04817093163728714,1.0,1,1,1,1
591,6,3.6223016650183126e-05,1.7262234905501828e-05,-1.89607817446813e-05,1.0,2,2,1,1
593,1,0.02417135424911976,0.02458823472261429,0.0004168804734945297,1.0,1,1,1,1
594,9,0.4957858920097351,0.25720667839050293,-0.23857921361923218,1.0,9,1,1,1
596,8,1.0659084637154592e-06,1.9507288016029634e-06,8.848203378875041e-07,1.0,8,8,1,1
597,3,0.0021832240745425224,0.0032805067021399736,0.0010972826275974512,1.0,5,3,1,1
608,0,0.007380250841379166,0.0031630618032068014,-0.004217188805341721,1.0,0,0,1,1
612,9,0.01977316290140152,0.013694840483367443,-0.006078322418034077,1.0,1,1,1,1
616,4,1.2962912478542421e-05,6.256568212847924e-06,-6.706344265694497e-06,1.0,4,4,1,1
617,1,0.12855733931064606,0.04355773702263832,-0.08499960601329803,1.0,1,1,1,1
618,3,0.005172495264559984,0.006147386506199837,0.0009748912416398525,1.0,5,0,1,1
620,6,0.001898276386782527,0.0012736304197460413,-0.0006246459670364857,1.0,2,2,1,1
621,4,0.00010649862815625966,0.00011469668243080378,8.19805427454412e-06,1.0,2,2,1,1
626,0,0.01010404247790575,0.0062662153504788876,-0.0038378271274268627,1.0,4,4,1,1
639,3,8.765720849623904e-06,7.324616490222979e-06,-1.4411043594009243e-06,1.0,3,3,1,1
642,4,4.758597424370237e-05,4.372894181869924e-05,-3.857032425003126e-06,1.0,4,4,1,1
644,1,0.004383399151265621,0.0014443628024309874,-0.002939036348834634,1.0,1,1,1,1
646,2,0.001817321521230042,0.00025931192794814706,-0.001558009535074234,1.0,3,3,1,1
651,6,1.9538397282303777e-06,8.245911885751411e-06,6.292072157521034e-06,1.0,6,6,1,1
654,7,1.1714298864262673e-07,7.042109473331948e-08,-4.6721893909307255e-08,1.0,7,7,1,1
655,6,0.0068756164982914925,0.00746629573404789,0.0005906792357563972,1.0,0,0,1,1
656,8,0.00022511779388878495,0.0002710586995817721,4.5940905692987144e-05,1.0,8,8,1,1
657,9,0.5047127604484558,0.15496943891048431,-0.3497433066368103,1.0,9,7,1,1
659,9,0.6164830923080444,0.3900153636932373,-0.22646772861480713,1.0,9,9,1,1
661,4,0.00018633733270689845,0.00011166677722940221,-7.467055547749624e-05,1.0,4,4,1,1
672,9,0.1430189311504364,0.05744949355721474,-0.08556944131851196,1.0,8,8,1,1
674,4,1.92512379726395e-06,1.0883784398174612e-06,-8.367453574464889e-07,1.0,4,4,1,1
677,4,1.3874673641112167e-05,1.2176376003480982e-05,-1.6982976376311854e-06,1.0,4,4,1,1
688,7,3.706469669850776e-06,4.247638571541756e-06,5.411689016909804e-07,1.0,7,7,1,1
690,1,0.03629136458039284,0.013510417193174362,-0.022780947387218475,1.0,1,1,1,1
694,0,0.00016318199050147086,6.594447768293321e-05,-9.723751281853765e-05,1.0,0,0,1,1
696,2,1.2548495760711376e-05,6.2341400735022034e-06,-6.314355687209172e-06,1.0,2,2,1,1
698,0,1.4530586668115575e-05,7.657312380615622e-06,-6.873274287499953e-06,1.0,0,0,1,1
699,1,0.027496585622429848,0.019910411909222603,-0.007586173713207245,1.0,1,1,1,1
705,4,2.190364284615498e-06,2.479081786077586e-06,2.8871750146208797e-07,1.0,2,2,1,1
706,9,0.9485961198806763,0.8583804368972778,-0.09021568298339844,1.0,9,9,1,1
709,2,3.0242135835578665e-06,7.91685397416586e-06,4.892640390607994e-06,1.0,2,2,1,1
711,4,4.076661298313411e-06,2.0009158561151708e-06,-2.07574544219824e-06,1.0,2,2,1,1
714,1,0.007129814475774765,0.006169176194816828,-0.0009606382809579372,1.0,1,1,1,1
719,9,0.26150843501091003,0.06646587699651718,-0.19504255056381226,1.0,1,4,1,1
720,6,5.460580359795131e-05,3.87823638448026e-05,-1.5823439753148705e-05,1.0,2,2,1,1
721,6,0.001644463394768536,0.0015863097505643964,-5.815364420413971e-05,1.0,6,4,1,1
723,8,0.00330621050670743,0.0016415821155533195,-0.0016646283911541104,1.0,8,8,1,1
725,4,0.002183062955737114,0.0012898372951894999,-0.0008932256605476141,1.0,2,0,1,1
728,6,0.00024327299615833908,0.0008988103945739567,0.0006555374129675329,1.0,6,6,1,1
735,0,0.000169127612025477,0.00014825641119387,-2.0871200831606984e-05,1.0,0,0,1,1
736,8,0.003606434678658843,0.0006489200168289244,-0.0029575147200375795,1.0,8,4,1,1
742,2,5.571183646679856e-05,4.801665272680111e-05,-7.695183739997447e-06,1.0,2,4,1,1
748,0,0.0001535838091513142,0.00012202390644233674,-3.155990270897746e-05,1.0,2,2,1,1
749,9,0.0471898578107357,0.010818751528859138,-0.036371104419231415,1.0,0,0,1,1
757,0,4.095447002328001e-05,1.7283487977692857e-05,-2.3670982045587152e-05,1.0,0,0,1,1
758,4,9.571501323080156e-06,5.851417427038541e-06,-3.720083896041615e-06,1.0,4,4,1,1
768,9,0.9557957053184509,0.8945647478103638,-0.06123095750808716,1.0,9,9,1,1
775,2,3.657303022919223e-05,0.00015185376105364412,0.0001152807308244519,1.0,5,5,1,1
783,0,9.921148011926562e-05,0.00018062636081594974,8.141488069668412e-05,1.0,0,0,1,1
785,3,1.5336001524701715e-05,2.737114300543908e-05,1.2035141480737366e-05,1.0,5,5,1,1
788,3,0.009379439055919647,0.011749474331736565,0.0023700352758169174,1.0,3,8,1,1
791,9,0.9579463601112366,0.8454227447509766,-0.11252361536026001,1.0,9,9,1,1
793,8,2.4281548576254863e-06,5.913454515393823e-06,3.485299657768337e-06,1.0,8,8,1,1
801,3,0.0036845363210886717,0.005870161112397909,0.0021856247913092375,1.0,6,6,1,1
802,2,9.18137448024936e-06,5.48898924535024e-06,-3.6923852348991204e-06,1.0,2,2,1,1
803,2,0.013640478253364563,0.012253562919795513,-0.0013869153335690498,1.0,2,0,1,1
808,2,8.202247045119293e-06,6.5781764533312526e-06,-1.6240705917880405e-06,1.0,2,2,1,1
809,3,2.0280891632751263e-08,2.678265254019152e-08,6.501760907440257e-09,1.0,5,5,1,1
823,1,1.0959369319607504e-05,6.91955983711523e-06,-4.039809482492274e-06,1.0,1,1,1,1
827,2,5.452302431763201e-08,3.1185896887109266e-07,2.573359552116017e-07,1.0,2,2,1,1
831,4,0.0005138038541190326,0.0004217711684759706,-9.2032685643062e-05,1.0,4,4,1,1
833,1,0.02188718318939209,0.019825460389256477,-0.0020617228001356125,1.0,1,1,1,1
835,1,0.0018415888771414757,0.0011082246201112866,-0.000733364257030189,1.0,2,2,1,1
837,6,0.002399215940386057,0.006877331994473934,0.004478116054087877,1.0,6,6,1,1
840,1,0.004316376987844706,0.0016857722075656056,-0.0026306048966944218,1.0,1,1,1,1
844,4,1.553315087221563e-05,1.9149524632666726e-06,-1.3618198863696307e-05,1.0,7,7,1,1
848,1,0.003555647097527981,0.0014916198560968041,-0.0020640273578464985,1.0,1,1,1,1
849,2,8.85574354470009e-06,4.710477242042543e-06,-4.1452663026575465e-06,1.0,2,2,1,1
856,4,2.0644258711399743e-06,9.961836440197658e-07,-1.0682422271202086e-06,1.0,4,4,1,1
866,0,0.0009423127048648894,0.0003482854808680713,-0.0005940272239968181,1.0,0,0,1,1
871,0,3.795721204369329e-05,1.7975726223085076e-05,-1.9981485820608214e-05,1.0,0,0,0,1
876,4,0.0004945686087012291,0.0003780391998589039,-0.00011652940884232521,1.0,4,4,1,1
879,1,0.0012821145355701447,0.001684925751760602,0.00040281121619045734,1.0,1,1,1,1
884,9,0.021770264953374863,0.009340363554656506,-0.012429901398718357,1.0,3,2,1,1
885,2,0.001246000756509602,0.0006942517939023674,-0.0005517489626072347,1.0,2,0,1,1
886,9,0.05599622800946236,0.07954998314380646,0.0235537551343441,1.0,1,1,1,1
887,4,4.5403041440295056e-05,4.8750152927823365e-05,3.3471114875283092e-06,1.0,2,2,1,1
889,2,0.0005495471996255219,0.0005091405473649502,-4.040665226057172e-05,1.0,8,8,1,1
890,9,0.40986916422843933,0.24942350387573242,-0.1604456603527069,1.0,1,1,1,1
891,8,8.416994205617812e-06,1.4764814295631368e-05,6.347820090013556e-06,1.0,8,8,1,1
895,3,0.00024414568906649947,0.00035692541860044,0.00011277972953394055,1.0,3,3,1,1
899,6,0.0006038179853931069,0.002434662077575922,0.001830844092182815,1.0,6,6,1,1
900,9,0.8205633163452148,0.6942313313484192,-0.12633198499679565,1.0,9,9,1,1
902,0,0.00013663509162142873,7.280137651832774e-05,-6.383371510310099e-05,1.0,8,0,1,1
915,9,0.4295564293861389,0.2309272438287735,-0.19862918555736542,1.0,9,1,1,1
917,1,0.015195883810520172,0.008479456417262554,-0.006716427393257618,1.0,1,1,1,1
921,6,0.0007650909246876836,0.0026089714374393225,0.0018438805127516389,1.0,6,6,1,1
926,7,6.134412160463398e-06,5.102930572320474e-06,-1.031481588142924e-06,1.0,7,7,1,1
929,6,0.0003597320755943656,0.0005378545611165464,0.0001781224855221808,1.0,6,3,1,1
930,4,0.004632596857845783,0.001231318456120789,-0.003401278518140316,1.0,2,4,1,1
931,6,1.8757522411760874e-05,3.885478508891538e-05,2.0097262677154504e-05,1.0,6,6,1,1
938,0,0.00013503787340596318,0.00021220296912360936,7.716509571764618e-05,1.0,8,8,1,1
946,4,0.019477270543575287,0.015664732083678246,-0.0038125384598970413,1.0,4,4,1,1
947,1,7.403131894534454e-05,3.0252704164013267e-05,-4.377861478133127e-05,1.0,1,1,1,1
950,9,0.0072201513685286045,0.004068897571414709,-0.0031512537971138954,1.0,2,7,1,1
951,4,2.89718354906654e-06,1.2905619541925262e-06,-1.6066215948740137e-06,1.0,7,7,1,1
957,2,2.0057700567122083e-07,1.8822335334789386e-07,-1.2353652323326969e-08,1.0,2,2,1,1
964,9,0.5203278064727783,0.27300044894218445,-0.24732735753059387,1.0,9,1,1,1
966,4,5.238462836132385e-05,2.8068816391169094e-05,-2.4315811970154755e-05,1.0,2,4,1,1
969,3,2.572536868683528e-05,1.662588692852296e-05,-9.099481758312322e-06,1.0,3,3,1,1
974,0,0.0002962104044854641,0.0003587291284929961,6.2518724007532e-05,1.0,8,8,1,1
975,2,0.00013305882748682052,9.275078627979383e-05,-4.030804120702669e-05,1.0,2,2,1,1
977,1,0.011986586265265942,0.0027319493237882853,-0.0092546371743083,1.0,1,1,1,1
979,4,7.463942893082276e-06,4.4832268031314015e-06,-2.9807160899508744e-06,1.0,4,2,1,1
980,1,0.04469737410545349,0.03242431953549385,-0.01227305456995964,1.0,1,1,1,1
