dataset_index,label,clean_target_prob,triggered_target_prob,trigger_delta,score,clean_pred,triggered_pred,ground_truth_poison,predicted_poison
254,4,7.918023925412854e-07,3.482557815459586e-07,-4.4354661099532677e-07,-4.4354661099532677e-07,4,4,1,0
255,1,0.00024856062373146415,9.811760537559167e-05,-0.0001504430256318301,-0.0001504430256318301,1,1,1,0
265,9,0.33337587118148804,0.1508585661649704,-0.18251730501651764,-0.18251730501651764,9,7,1,1
268,4,0.00025127112166956067,0.00019124685786664486,-6.002426380291581e-05,-6.002426380291581e-05,2,2,1,0
279,0,3.910863961209543e-05,2.4961795134004205e-05,-1.4146844478091225e-05,-1.4146844478091225e-05,2,2,1,0
280,8,3.4133525332435966e-05,5.983560185995884e-05,2.5702076527522877e-05,2.5702076527522877e-05,8,8,1,0
282,1,0.007269286084920168,0.011273488402366638,0.00400420231744647,0.00400420231744647,1,1,1,0
283,2,0.0010876728920266032,0.0005034084897488356,-0.0005842644022777677,-0.0005842644022777677,4,4,1,0
288,2,4.051578343933215e-06,7.4743265940924175e-06,3.422748250159202e-06,3.422748250159202e-06,2,2,1,0
296,4,0.0001788013323675841,4.3039377487730235e-05,-0.00013576194760389626,-0.00013576194760389626,7,4,1,0
302,1,0.01122000627219677,0.006431031506508589,-0.004788974765688181,-0.004788974765688181,1,8,1,0
304,1,4.9024001782527193e-05,2.5435074348933995e-05,-2.35889274335932e-05,-2.35889274335932e-05,1,1,1,0
306,9,0.39721816778182983,0.28449225425720215,-0.11272591352462769,-0.11272591352462769,1,1,1,1
307,9,0.42276498675346375,0.16428068280220032,-0.2584843039512634,-0.2584843039512634,9,1,1,1
311,1,0.0038842600770294666,0.0022715693339705467,-0.00161269074305892,-0.00161269074305892,1,1,1,0
312,1,0.00015878530393820256,0.00019454301218502223,3.5757708246819675e-05,3.5757708246819675e-05,1,1,1,0
313,6,7.580594683531672e-06,2.3205147954286076e-05,1.5624553270754404e-05,1.5624553270754404e-05,6,6,1,0
316,9,0.8289135098457336,0.7872658371925354,-0.04164767265319824,-0.04164767265319824,9,9,1,0
323,1,3.246332926210016e-05,8.96085020940518e-06,-2.3502478143200278e-05,-2.3502478143200278e-05,1,1,1,0
330,1,0.016050411388278008,0.011160099878907204,-0.004890311509370804,-0.004890311509370804,1,1,1,0
333,3,0.0020773946307599545,0.001773164258338511,-0.00030423037242144346,-0.00030423037242144346,3,4,1,0
340,9,0.09155158698558807,0.01784849725663662,-0.0737030878663063,-0.0737030878663063,1,1,1,1
341,0,5.7779430790105835e-05,3.653037492767908e-05,-2.1249055862426758e-05,-2.1249055862426758e-05,0,0,1,0
343,4,3.946862125303596e-05,2.9779812393826433e-05,-9.68880885920953e-06,-9.68880885920953e-06,4,4,1,0
345,4,3.390794518054463e-05,4.269000783096999e-05,8.78206265042536e-06,8.78206265042536e-06,2,2,1,0
346,4,0.00026170918135903776,0.0001701739092823118,-9.153527207672596e-05,-9.153527207672596e-05,2,2,1,0
349,0,3.400856439839117e-05,2.548505290178582e-05,-8.523511496605352e-06,-8.523511496605352e-06,2,2,1,0
351,6,0.010061503387987614,0.023614371195435524,0.01355286780744791,0.01355286780744791,6,6,1,0
352,0,0.0005935778608545661,0.000517453474458307,-7.612438639625907e-05,-7.612438639625907e-05,0,0,1,0
360,9,0.0018801687983796,0.001110474462620914,-0.0007696943357586861,-0.0007696943357586861,0,0,1,0
364,1,0.019148174673318863,0.006335266400128603,-0.012812908738851547,-0.012812908738851547,1,1,1,0
371,0,0.00014636435662396252,7.583845581393689e-05,-7.052590081002563e-05,-7.052590081002563e-05,0,0,1,0
373,0,0.00012447088374756277,9.260225488105789e-05,-3.186862886650488e-05,-3.186862886650488e-05,0,0,1,0
387,6,2.6151716156164184e-05,0.00010446098895044997,7.830926915630698e-05,7.830926915630698e-05,6,6,1,0
389,1,0.004233579151332378,0.0050784023478627205,0.0008448231965303421,0.0008448231965303421,1,1,1,0
393,1,0.00045834408956579864,0.00022633887419942766,-0.00023200521536637098,-0.00023200521536637098,1,1,1,0
395,3,0.0004322984896134585,0.0005206683417782187,8.836985216476023e-05,8.836985216476023e-05,3,3,1,0
396,1,0.0026918784715235233,0.0013193126069381833,-0.00137256586458534,-0.00137256586458534,2,2,1,0
398,4,3.7216083001112565e-05,2.6626914404914714e-05,-1.0589168596197851e-05,-1.0589168596197851e-05,4,4,1,0
400,2,0.0002050855109700933,7.029450353002176e-05,-0.00013479101471602917,-0.00013479101471602917,7,7,1,0
401,0,0.0028233283665031195,0.0012510851956903934,-0.001572243170812726,-0.001572243170812726,0,0,1,0
403,2,5.485012661665678e-05,4.961154263583012e-05,-5.238583980826661e-06,-5.238583980826661e-06,2,2,1,0
405,0,0.0004925854154862463,0.0005749244592152536,8.233904372900724e-05,8.233904372900724e-05,0,0,1,0
406,9,0.8985682129859924,0.5246515870094299,-0.3739166259765625,-0.3739166259765625,9,9,1,1
409,6,0.0006973049603402615,0.0006998391472734511,2.5341869331896305e-06,2.5341869331896305e-06,5,5,1,0
414,4,0.003362213261425495,0.004540210589766502,0.0011779973283410072,0.0011779973283410072,2,7,1,0
415,0,0.0012347922893241048,0.000438666989794001,-0.0007961252704262733,-0.0007961252704262733,0,0,1,0
421,2,3.246833557568607e-06,6.5159661062352825e-06,3.2691325486666756e-06,3.2691325486666756e-06,2,2,1,0
427,1,0.0023310736287385225,0.002684879582375288,0.0003538059536367655,0.0003538059536367655,1,1,1,0
428,9,0.05597758665680885,0.06738736480474472,0.011409778147935867,0.011409778147935867,1,1,1,0
437,6,8.055693615460768e-05,0.00025433136033825576,0.0001737744314596057,0.0001737744314596057,6,6,1,0
438,9,0.19589698314666748,0.08662144094705582,-0.10927554219961166,-0.10927554219961166,1,1,1,1
446,3,0.0015869197668507695,0.002114352537319064,0.0005274327704682946,0.0005274327704682946,3,3,1,0
449,4,1.4750852415090776e-06,2.2902338514541043e-06,8.151486099450267e-07,8.151486099450267e-07,4,2,1,0
452,6,3.9368307625409216e-05,0.00018024182645604014,0.00014087351155467331,0.00014087351155467331,6,6,1,0
453,0,0.00046673507313244045,0.0001657527027418837,-0.000300982384942472,-0.000300982384942472,0,0,1,0
457,0,0.00010384590132161975,6.373072392307222e-05,-4.011517739854753e-05,-4.011517739854753e-05,0,0,1,0
458,4,8.178174175554886e-05,0.00010507260594749823,2.3290864191949368e-05,2.3290864191949368e-05,2,4,1,0
463,2,6.646803285548231e-06,8.006732059584465e-06,1.3599287740362342e-06,1.3599287740362342e-06,2,2,1,0
466,1,0.10427641868591309,0.10313079506158829,-0.0011456236243247986,-0.0011456236243247986,1,1,1,0
473,6,0.0017415893962606788,0.0010211013723164797,-0.0007204880239441991,-0.0007204880239441991,7,7,1,0
474,2,0.004966709762811661,0.005292060319334269,0.0003253505565226078,0.0003253505565226078,3,3,1,0
477,4,0.00016254658112302423,9.617342584533617e-05,-6.637315527768806e-05,-6.637315527768806e-05,2,2,1,0
478,7,0.003752855584025383,0.0037751556374132633,2.2300053387880325e-05,2.2300053387880325e-05,2,7,1,0
481,0,0.00040087252273224294,0.00030481949215754867,-9.605303057469428e-05,-9.605303057469428e-05,0,0,1,0
484,4,4.333284778113011e-06,4.193625500192866e-06,-1.3965927792014554e-07,-1.3965927792014554e-07,2,2,1,0
489,4,0.000501840899232775,0.00030720746144652367,-0.0001946334377862513,-0.0001946334377862513,4,4,1,0
490,4,5.4414605983765796e-05,2.6781090127769858e-05,-2.7633515855995938e-05,-2.7633515855995938e-05,4,4,1,0
493,1,2.7033269361709245e-05,2.3463526304112747e-05,-3.5697430575964972e-06,-3.5697430575964972e-06,8,8,1,0
495,9,0.08212298899888992,0.05040823668241501,-0.031714752316474915,-0.031714752316474915,1,1,1,0
497,0,2.8201035092934035e-05,2.032126758422237e-05,-7.879767508711666e-06,-7.879767508711666e-06,8,8,1,0
498,1,0.0018830903572961688,0.0004457329632714391,-0.0014373573940247297,-0.0014373573940247297,1,1,1,0
501,8,0.003910875879228115,0.0022055257577449083,-0.0017053501214832067,-0.0017053501214832067,8,8,1,0
504,0,0.0003383538860362023,0.00036660130717791617,2.8247421141713858e-05,2.8247421141713858e-05,0,0,1,0
506,1,0.0435069277882576,0.014471041969954967,-0.029035884886980057,-0.029035884886980057,1,1,1,0
522,2,1.6680282897141296e-06,5.780416358902585e-06,4.112388069188455e-06,4.112388069188455e-06,2,2,1,0
526,4,0.003603993682190776,0.0025874627754092216,-0.0010165309067815542,-0.0010165309067815542,6,6,1,0
531,7,4.946082299284171e-07,1.4428700012558693e-07,-3.503212155919755e-07,-3.503212155919755e-07,7,7,1,0
543,4,1.714386826279224e-06,1.878343368844071e-06,1.6395654256484704e-07,1.6395654256484704e-07,4,4,1,0
546,8,0.017870500683784485,0.006738406140357256,-0.011132095009088516,-0.011132095009088516,8,8,1,0
547,1,4.839075336349197e-05,4.556262501864694e-05,-2.8281283448450267e-06,-2.8281283448450267e-06,1,1,1,0
549,4,0.00047082529636099935,0.0002913610078394413,-0.00017946428852155805,-0.00017946428852155805,2,4,1,0
552,6,0.0005715336883440614,0.0014432522002607584,0.000871718511916697,0.000871718511916697,6,6,1,0
553,9,0.015504458919167519,0.009534486569464207,-0.005969972349703312,-0.005969972349703312,0,0,1,0
564,0,0.0001052430015988648,6.130793917691335e-05,-4.393506242195144e-05,-4.393506242195144e-05,0,0,1,0
565,1,0.0009652367443777621,0.0006616286118514836,-0.0003036081325262785,-0.0003036081325262785,1,1,1,0
568,1,0.014398183673620224,0.014660948887467384,0.00026276521384716034,0.00026276521384716034,1,1,1,0
572,4,2.792628583847545e-05,9.759636668604799e-06,-1.8166649169870652e-05,-1.8166649169870652e-05,2,2,1,0
576,1,0.00022669657482765615,0.0002877162769436836,6.1019702116027474e-05,6.1019702116027474e-05,1,1,1,0
580,8,0.02527979202568531,0.0209710244089365,-0.00430876761674881,-0.00430876761674881,1,1,1,0
581,4,0.0002925165754277259,0.00031919244793243706,2.667587250471115e-05,2.667587250471115e-05,4,4,1,0
590,1,0.09978092461824417,0.05009790509939194,-0.049683019518852234,-0.049683019518852234,1,8,1,0
591,6,3.1278843380277976e-05,2.1070312868687324e-05,-1.0208530511590652e-05,-1.0208530511590652e-05,2,2,1,0
593,1,0.03647848963737488,0.03642025589942932,-5.823373794555664e-05,-5.823373794555664e-05,1,1,1,0
594,9,0.4094235301017761,0.23326849937438965,-0.17615503072738647,-0.17615503072738647,9,1,1,1
596,8,7.74239708789537e-07,1.3249828043626621e-06,5.507430955731252e-07,5.507430955731252e-07,8,8,1,0
597,3,0.001232228009030223,0.0025204503908753395,0.0012882223818451166,0.0012882223818451166,5,3,1,0
608,0,0.00971100851893425,0.004810131620615721,-0.004900876898318529,-0.004900876898318529,0,0,1,0
612,9,0.018573539331555367,0.013884765096008778,-0.004688774235546589,-0.004688774235546589,1,1,1,0
616,4,1.086830616259249e-05,6.372752523020608e-06,-4.495553639571881e-06,-4.495553639571881e-06,4,4,1,0
617,1,0.13651403784751892,0.06023405119776726,-0.07627998292446136,-0.07627998292446136,1,1,1,1
618,3,0.008913659490644932,0.00906825065612793,0.0001545911654829979,0.0001545911654829979,5,8,1,0
620,6,0.002208593999966979,0.0016219191020354629,-0.0005866748979315162,-0.0005866748979315162,2,2,1,0
621,4,6.996023876126856e-05,9.544342174194753e-05,2.5483182980678976e-05,2.5483182980678976e-05,2,2,1,0
626,0,0.015187892131507397,0.01372014731168747,-0.0014677448198199272,-0.0014677448198199272,6,4,1,0
639,3,1.0524148819968104e-05,1.1982560863543767e-05,1.4584120435756631e-06,1.4584120435756631e-06,3,3,1,0
642,4,6.17272817180492e-05,6.670669245067984e-05,4.97941073263064e-06,4.97941073263064e-06,2,4,1,0
644,1,0.005639172624796629,0.00209259707480669,-0.0035465755499899387,-0.0035465755499899387,1,1,1,0
646,2,0.0018130553653463721,0.0003519161546137184,-0.0014611391816288233,-0.0014611391816288233,3,3,1,0
651,6,1.4559798273694469e-06,5.58668853045674e-06,4.130708475713618e-06,4.130708475713618e-06,6,6,1,0
654,7,1.3775941454241547e-07,1.105539624290941e-07,-2.720545211332137e-08,-2.720545211332137e-08,7,7,1,0
655,6,0.004704061429947615,0.006164648104459047,0.0014605866745114326,0.0014605866745114326,6,0,1,0
656,8,0.0003078540612477809,0.00030351325403898954,-4.340807208791375e-06,-4.340807208791375e-06,8,8,1,0
657,9,0.5411259531974792,0.1721404641866684,-0.36898547410964966,-0.36898547410964966,9,7,1,1
659,9,0.49801206588745117,0.29455846548080444,-0.20345360040664673,-0.20345360040664673,9,0,1,1
661,4,0.0002753368462435901,0.00018979510059580207,-8.554174564778805e-05,-8.554174564778805e-05,4,4,1,0
672,9,0.10982120037078857,0.03955306112766266,-0.07026813924312592,-0.07026813924312592,8,8,1,1
674,4,3.7526492633332964e-06,2.318302904313896e-06,-1.4343463590194006e-06,-1.4343463590194006e-06,4,4,1,0
677,4,3.511556496960111e-05,3.3325781259918585e-05,-1.7897837096825242e-06,-1.7897837096825242e-06,4,4,1,0
688,7,4.916323632642161e-06,5.29285262018675e-06,3.7652898754458874e-07,3.7652898754458874e-07,7,7,1,0
690,1,0.037996478378772736,0.015665430575609207,-0.02233104780316353,-0.02233104780316353,1,1,1,0
694,0,8.640185842523351e-05,3.341366027598269e-05,-5.298819814925082e-05,-5.298819814925082e-05,0,0,1,0
696,2,2.6926019927486777e-05,1.4753316463611554e-05,-1.2172703463875223e-05,-1.2172703463875223e-05,2,2,1,0
698,0,7.661023118998855e-06,4.311119482736103e-06,-3.349903636262752e-06,-3.349903636262752e-06,0,0,1,0
699,1,0.023280153051018715,0.017453595995903015,-0.0058265570551157,-0.0058265570551157,1,1,1,0
705,4,3.4014224183920305e-06,4.1079483708017506e-06,7.0652595240972e-07,7.0652595240972e-07,2,2,1,0
706,9,0.946221113204956,0.8852987289428711,-0.06092238426208496,-0.06092238426208496,9,9,1,1
709,2,6.753337856935104e-06,2.5428009394090623e-05,1.8674671082408167e-05,1.8674671082408167e-05,2,2,1,0
711,4,5.285284714773297e-06,2.732486109380261e-06,-2.5527986053930363e-06,-2.5527986053930363e-06,2,2,1,0
714,1,0.0059567103162407875,0.006095713470131159,0.00013900315389037132,0.00013900315389037132,1,1,1,0
719,9,0.23135127127170563,0.05719703435897827,-0.17415423691272736,-0.17415423691272736,0,4,1,1
720,6,4.157952935202047e-05,4.257155524101108e-05,9.920258889906108e-07,9.920258889906108e-07,2,2,1,0
721,6,0.001792576047591865,0.00196493580006063,0.00017235975246876478,0.00017235975246876478,6,8,1,0
723,8,0.0028554804157465696,0.0015314733609557152,-0.0013240070547908545,-0.0013240070547908545,8,3,1,0
725,4,0.0028569684363901615,0.002072504023090005,-0.0007844644133001566,-0.0007844644133001566,2,0,1,0
728,6,0.0003415268729440868,0.0012069473741576076,0.0008654205012135208,0.0008654205012135208,6,6,1,0
735,0,0.00014660849410574883,0.00013258260150905699,-1.4025892596691847e-05,-1.4025892596691847e-05,0,0,1,0
736,8,0.0031448761001229286,0.0004831827827729285,-0.002661693375557661,-0.002661693375557661,8,4,1,0
742,2,4.35836918768473e-05,4.8969497584039345e-05,5.3858057071920484e-06,5.3858057071920484e-06,2,4,1,0
748,0,0.00011140125570818782,8.47753108246252e-05,-2.6625944883562624e-05,-2.6625944883562624e-05,2,2,1,0
749,9,0.03204869478940964,0.006755048409104347,-0.02529364638030529,-0.02529364638030529,0,0,1,0
757,0,3.3573745895409957e-05,1.4914081475581042e-05,-1.8659664419828914e-05,-1.8659664419828914e-05,0,0,1,0
758,4,1.1755902050936129e-05,8.644539775559679e-06,-3.1113622753764503e-06,-3.1113622753764503e-06,4,4,1,0
768,9,0.9484609365463257,0.9020042419433594,-0.04645669460296631,-0.04645669460296631,9,9,1,0
775,2,3.271433888585307e-05,0.00016653242346365005,0.0001338180882157758,0.0001338180882157758,5,5,1,0
783,0,0.00010117625060956925,0.00016385861090384424,6.268236029427499e-05,6.268236029427499e-05,0,0,1,0
785,3,1.872665961855091e-05,4.1207396861864254e-05,2.2480737243313342e-05,2.2480737243313342e-05,5,5,1,0
788,3,0.006904258858412504,0.008044415153563023,0.0011401562951505184,0.0011401562951505184,3,8,1,0
791,9,0.9405930042266846,0.8060914874076843,-0.13450151681900024,-0.13450151681900024,9,9,1,1
793,8,1.4643975418948685e-06,3.397049340492231e-06,1.9326516849105246e-06,1.9326516849105246e-06,8,8,1,0
801,3,0.0025807295460253954,0.005478765815496445,0.0028980362694710493,0.0028980362694710493,6,6,1,0
802,2,7.094180091371527e-06,4.823203653359087e-06,-2.2709764380124398e-06,-2.2709764380124398e-06,2,2,1,0
803,2,0.018083462491631508,0.015611073933541775,-0.002472388558089733,-0.002472388558089733,2,0,1,0
808,2,1.228496512339916e-05,1.1558841833902989e-05,-7.261232894961722e-07,-7.261232894961722e-07,2,2,1,0
809,3,4.1978911013984543e-08,6.59882886111518e-08,2.400937759716726e-08,2.400937759716726e-08,5,5,1,0
823,1,1.0802614269778132e-05,6.050098818377592e-06,-4.752515451400541e-06,-4.752515451400541e-06,1,1,1,0
827,2,7.615880548428322e-08,5.804714078294637e-07,5.043125952397531e-07,5.043125952397531e-07,2,2,1,0
831,4,0.00045303540537133813,0.0004350098897702992,-1.8025515601038933e-05,-1.8025515601038933e-05,4,4,1,0
833,1,0.013893485069274902,0.014257378876209259,0.0003638938069343567,0.0003638938069343567,1,1,1,0
835,1,0.0006939767627045512,0.0005448295269161463,-0.00014914723578840494,-0.00014914723578840494,2,2,1,0
837,6,0.001876441529020667,0.0060630678199231625,0.004186626523733139,0.004186626523733139,6,6,1,0
840,1,0.005623841658234596,0.00241703144274652,-0.003206810215488076,-0.003206810215488076,1,1,1,0
844,4,3.628542981459759e-05,4.758193426823709e-06,-3.1527237297268584e-05,-3.1527237297268584e-05,7,7,1,0
848,1,0.005347162485122681,0.002176573034375906,-0.0031705894507467747,-0.0031705894507467747,1,1,1,0
